id,Specialism,max_threshold_value,alignment_sum,alignment_sum_relative,alignment_mean,max,min
19,Secure Operations (Industrial control systems),NA,NA,NA,NA,NA,NA
19,Secure System Architecture & Design,NA,NA,NA,NA,NA,NA
19,Secure System Architecture & Design (Industrial Control Systems),NA,NA,NA,NA,NA,NA
19,Secure System Development,NA,NA,NA,NA,NA,NA
19,Secure System Development (Industrial Control Systems),NA,NA,NA,NA,NA,NA
19,Security Testing,NA,NA,NA,NA,NA,NA
19,Vulnerability Management,NA,NA,NA,NA,NA,NA
20,Cryptography & Communications Security (Cryptographer),NA,NA,NA,NA,NA,NA
20,Cryptography & Communications Security (Secure Communications Operator),NA,NA,NA,NA,NA,NA
20,Cyber Security Audit & Assurance,NA,NA,NA,NA,NA,NA
20,Cyber Security Governance & Risk Management,NA,NA,NA,NA,NA,NA
20,Cyber Security Governance & Risk Management (Industrial Control Systems),NA,NA,NA,NA,NA,NA
20,Cyber Security Management,NA,NA,NA,NA,NA,NA
20,Cyber Threat Intelligence,NA,NA,NA,NA,NA,NA
20,Data Protection & Privacy,NA,NA,NA,NA,NA,NA
20,Digital Forensics,NA,NA,NA,NA,NA,NA
20,Digital Forensics (Industrial Control Systems),NA,NA,NA,NA,NA,NA
20,Identity & Access Management,NA,NA,NA,NA,NA,NA
20,Incident response,NA,NA,NA,NA,NA,NA
20,Incident response (Industrial Control Systems),NA,NA,NA,NA,NA,NA
20,Network Monitoring & Intrusion Detection,NA,NA,NA,NA,NA,NA
20,Secure Operations,NA,NA,NA,NA,NA,NA
20,Secure Operations (Industrial control systems),NA,NA,NA,NA,NA,NA
20,Secure System Architecture & Design,NA,NA,NA,NA,NA,NA
20,Secure System Architecture & Design (Industrial Control Systems),NA,NA,NA,NA,NA,NA
20,Secure System Development,NA,NA,NA,NA,NA,NA
20,Secure System Development (Industrial Control Systems),NA,NA,NA,NA,NA,NA
20,Security Testing,NA,NA,NA,NA,NA,NA
20,Vulnerability Management,NA,NA,NA,NA,NA,NA
21,Cryptography & Communications Security (Cryptographer),NA,NA,NA,NA,NA,NA
21,Cryptography & Communications Security (Secure Communications Operator),NA,NA,NA,NA,NA,NA
21,Cyber Security Audit & Assurance,NA,NA,NA,NA,NA,NA
21,Cyber Security Governance & Risk Management,NA,NA,NA,NA,NA,NA
21,Cyber Security Governance & Risk Management (Industrial Control Systems),NA,NA,NA,NA,NA,NA
21,Cyber Security Management,NA,NA,NA,NA,NA,NA
21,Cyber Threat Intelligence,NA,NA,NA,NA,NA,NA
21,Data Protection & Privacy,NA,NA,NA,NA,NA,NA
21,Digital Forensics,NA,NA,NA,NA,NA,NA
21,Digital Forensics (Industrial Control Systems),NA,NA,NA,NA,NA,NA
21,Identity & Access Management,NA,NA,NA,NA,NA,NA
21,Incident response,NA,NA,NA,NA,NA,NA
21,Incident response (Industrial Control Systems),NA,NA,NA,NA,NA,NA
21,Network Monitoring & Intrusion Detection,NA,NA,NA,NA,NA,NA
21,Secure Operations,NA,NA,NA,NA,NA,NA
21,Secure Operations (Industrial control systems),NA,NA,NA,NA,NA,NA
21,Secure System Architecture & Design,NA,NA,NA,NA,NA,NA
21,Secure System Architecture & Design (Industrial Control Systems),NA,NA,NA,NA,NA,NA
21,Secure System Development,NA,NA,NA,NA,NA,NA
21,Secure System Development (Industrial Control Systems),NA,NA,NA,NA,NA,NA
21,Security Testing,NA,NA,NA,NA,NA,NA
21,Vulnerability Management,NA,NA,NA,NA,NA,NA
22,Cryptography & Communications Security (Cryptographer),NA,NA,NA,NA,NA,NA
22,Cryptography & Communications Security (Secure Communications Operator),NA,NA,NA,NA,NA,NA
22,Cyber Security Audit & Assurance,NA,NA,NA,NA,NA,NA
22,Cyber Security Governance & Risk Management,NA,NA,NA,NA,NA,NA
22,Cyber Security Governance & Risk Management (Industrial Control Systems),NA,NA,NA,NA,NA,NA
22,Cyber Security Management,NA,NA,NA,NA,NA,NA
22,Cyber Threat Intelligence,NA,NA,NA,NA,NA,NA
22,Data Protection & Privacy,NA,NA,NA,NA,NA,NA
22,Digital Forensics,NA,NA,NA,NA,NA,NA
22,Digital Forensics (Industrial Control Systems),NA,NA,NA,NA,NA,NA
22,Identity & Access Management,NA,NA,NA,NA,NA,NA
22,Incident response,NA,NA,NA,NA,NA,NA
22,Incident response (Industrial Control Systems),NA,NA,NA,NA,NA,NA
22,Network Monitoring & Intrusion Detection,NA,NA,NA,NA,NA,NA
22,Secure Operations,NA,NA,NA,NA,NA,NA
22,Secure Operations (Industrial control systems),NA,NA,NA,NA,NA,NA
22,Secure System Architecture & Design,NA,NA,NA,NA,NA,NA
22,Secure System Architecture & Design (Industrial Control Systems),NA,NA,NA,NA,NA,NA
22,Secure System Development,NA,NA,NA,NA,NA,NA
22,Secure System Development (Industrial Control Systems),NA,NA,NA,NA,NA,NA
22,Security Testing,NA,NA,NA,NA,NA,NA
22,Vulnerability Management,NA,NA,NA,NA,NA,NA
23,Cryptography & Communications Security (Cryptographer),NA,NA,NA,NA,NA,NA
23,Cryptography & Communications Security (Secure Communications Operator),NA,NA,NA,NA,NA,NA
23,Cyber Security Audit & Assurance,NA,NA,NA,NA,NA,NA
23,Cyber Security Governance & Risk Management,NA,NA,NA,NA,NA,NA
23,Cyber Security Governance & Risk Management (Industrial Control Systems),NA,NA,NA,NA,NA,NA
23,Cyber Security Management,NA,NA,NA,NA,NA,NA
23,Cyber Threat Intelligence,NA,NA,NA,NA,NA,NA
23,Data Protection & Privacy,NA,NA,NA,NA,NA,NA
23,Digital Forensics,NA,NA,NA,NA,NA,NA
23,Digital Forensics (Industrial Control Systems),NA,NA,NA,NA,NA,NA
23,Identity & Access Management,NA,NA,NA,NA,NA,NA
23,Incident response,NA,NA,NA,NA,NA,NA
23,Incident response (Industrial Control Systems),NA,NA,NA,NA,NA,NA
23,Network Monitoring & Intrusion Detection,NA,NA,NA,NA,NA,NA
23,Secure Operations,NA,NA,NA,NA,NA,NA
23,Secure Operations (Industrial control systems),NA,NA,NA,NA,NA,NA
23,Secure System Architecture & Design,NA,NA,NA,NA,NA,NA
23,Secure System Architecture & Design (Industrial Control Systems),NA,NA,NA,NA,NA,NA
23,Secure System Development,NA,NA,NA,NA,NA,NA
23,Secure System Development (Industrial Control Systems),NA,NA,NA,NA,NA,NA
23,Security Testing,NA,NA,NA,NA,NA,NA
23,Vulnerability Management,NA,NA,NA,NA,NA,NA
24,Cryptography & Communications Security (Cryptographer),NA,NA,NA,NA,NA,NA
24,Cryptography & Communications Security (Secure Communications Operator),NA,NA,NA,NA,NA,NA
24,Cyber Security Audit & Assurance,NA,NA,NA,NA,NA,NA
24,Cyber Security Governance & Risk Management,NA,NA,NA,NA,NA,NA
24,Cyber Security Governance & Risk Management (Industrial Control Systems),NA,NA,NA,NA,NA,NA
24,Cyber Security Management,NA,NA,NA,NA,NA,NA
24,Cyber Threat Intelligence,NA,NA,NA,NA,NA,NA
24,Data Protection & Privacy,NA,NA,NA,NA,NA,NA
24,Digital Forensics,NA,NA,NA,NA,NA,NA
24,Digital Forensics (Industrial Control Systems),NA,NA,NA,NA,NA,NA
24,Identity & Access Management,NA,NA,NA,NA,NA,NA
24,Incident response,NA,NA,NA,NA,NA,NA
24,Incident response (Industrial Control Systems),NA,NA,NA,NA,NA,NA
24,Network Monitoring & Intrusion Detection,NA,NA,NA,NA,NA,NA
24,Secure Operations,NA,NA,NA,NA,NA,NA
24,Secure Operations (Industrial control systems),NA,NA,NA,NA,NA,NA
24,Secure System Architecture & Design,NA,NA,NA,NA,NA,NA
24,Secure System Architecture & Design (Industrial Control Systems),NA,NA,NA,NA,NA,NA
24,Secure System Development,NA,NA,NA,NA,NA,NA
24,Secure System Development (Industrial Control Systems),NA,NA,NA,NA,NA,NA
24,Security Testing,NA,NA,NA,NA,NA,NA
24,Vulnerability Management,NA,NA,NA,NA,NA,NA
25,Cryptography & Communications Security (Cryptographer),NA,NA,NA,NA,NA,NA
25,Cryptography & Communications Security (Secure Communications Operator),NA,NA,NA,NA,NA,NA
25,Cyber Security Audit & Assurance,NA,NA,NA,NA,NA,NA
25,Cyber Security Governance & Risk Management,NA,NA,NA,NA,NA,NA
25,Cyber Security Governance & Risk Management (Industrial Control Systems),NA,NA,NA,NA,NA,NA
25,Cyber Security Management,NA,NA,NA,NA,NA,NA
25,Cyber Threat Intelligence,NA,NA,NA,NA,NA,NA
25,Data Protection & Privacy,NA,NA,NA,NA,NA,NA
25,Digital Forensics,NA,NA,NA,NA,NA,NA
25,Digital Forensics (Industrial Control Systems),NA,NA,NA,NA,NA,NA
25,Identity & Access Management,NA,NA,NA,NA,NA,NA
25,Incident response,NA,NA,NA,NA,NA,NA
25,Incident response (Industrial Control Systems),NA,NA,NA,NA,NA,NA
25,Network Monitoring & Intrusion Detection,NA,NA,NA,NA,NA,NA
25,Secure Operations,NA,NA,NA,NA,NA,NA
25,Secure Operations (Industrial control systems),NA,NA,NA,NA,NA,NA
25,Secure System Architecture & Design,NA,NA,NA,NA,NA,NA
25,Secure System Architecture & Design (Industrial Control Systems),NA,NA,NA,NA,NA,NA
25,Secure System Development,NA,NA,NA,NA,NA,NA
25,Secure System Development (Industrial Control Systems),NA,NA,NA,NA,NA,NA
25,Security Testing,NA,NA,NA,NA,NA,NA
25,Vulnerability Management,NA,NA,NA,NA,NA,NA
26,Cryptography & Communications Security (Cryptographer),NA,NA,NA,NA,NA,NA
26,Cryptography & Communications Security (Secure Communications Operator),NA,NA,NA,NA,NA,NA
26,Cyber Security Audit & Assurance,NA,NA,NA,NA,NA,NA
26,Cyber Security Governance & Risk Management,NA,NA,NA,NA,NA,NA
26,Cyber Security Governance & Risk Management (Industrial Control Systems),NA,NA,NA,NA,NA,NA
26,Cyber Security Management,NA,NA,NA,NA,NA,NA
26,Cyber Threat Intelligence,NA,NA,NA,NA,NA,NA
26,Data Protection & Privacy,NA,NA,NA,NA,NA,NA
26,Digital Forensics,NA,NA,NA,NA,NA,NA
26,Digital Forensics (Industrial Control Systems),NA,NA,NA,NA,NA,NA
26,Identity & Access Management,NA,NA,NA,NA,NA,NA
26,Incident response,NA,NA,NA,NA,NA,NA
26,Incident response (Industrial Control Systems),NA,NA,NA,NA,NA,NA
26,Network Monitoring & Intrusion Detection,NA,NA,NA,NA,NA,NA
26,Secure Operations,NA,NA,NA,NA,NA,NA
26,Secure Operations (Industrial control systems),NA,NA,NA,NA,NA,NA
26,Secure System Architecture & Design,NA,NA,NA,NA,NA,NA
26,Secure System Architecture & Design (Industrial Control Systems),NA,NA,NA,NA,NA,NA
26,Secure System Development,NA,NA,NA,NA,NA,NA
26,Secure System Development (Industrial Control Systems),NA,NA,NA,NA,NA,NA
26,Security Testing,NA,NA,NA,NA,NA,NA
26,Vulnerability Management,NA,NA,NA,NA,NA,NA
27,Cryptography & Communications Security (Cryptographer),NA,NA,NA,NA,NA,NA
27,Cryptography & Communications Security (Secure Communications Operator),NA,NA,NA,NA,NA,NA
27,Cyber Security Audit & Assurance,NA,NA,NA,NA,NA,NA
27,Cyber Security Governance & Risk Management,NA,NA,NA,NA,NA,NA
27,Cyber Security Governance & Risk Management (Industrial Control Systems),NA,NA,NA,NA,NA,NA
27,Cyber Security Management,NA,NA,NA,NA,NA,NA
27,Cyber Threat Intelligence,NA,NA,NA,NA,NA,NA
27,Data Protection & Privacy,NA,NA,NA,NA,NA,NA
27,Digital Forensics,NA,NA,NA,NA,NA,NA
27,Digital Forensics (Industrial Control Systems),NA,NA,NA,NA,NA,NA
27,Identity & Access Management,NA,NA,NA,NA,NA,NA
27,Incident response,NA,NA,NA,NA,NA,NA
27,Incident response (Industrial Control Systems),NA,NA,NA,NA,NA,NA
27,Network Monitoring & Intrusion Detection,NA,NA,NA,NA,NA,NA
27,Secure Operations,NA,NA,NA,NA,NA,NA
27,Secure Operations (Industrial control systems),NA,NA,NA,NA,NA,NA
27,Secure System Architecture & Design,NA,NA,NA,NA,NA,NA
27,Secure System Architecture & Design (Industrial Control Systems),NA,NA,NA,NA,NA,NA
27,Secure System Development,NA,NA,NA,NA,NA,NA
27,Secure System Development (Industrial Control Systems),NA,NA,NA,NA,NA,NA
27,Security Testing,NA,NA,NA,NA,NA,NA
27,Vulnerability Management,NA,NA,NA,NA,NA,NA
28,Cryptography & Communications Security (Cryptographer),NA,NA,NA,NA,NA,NA
28,Cryptography & Communications Security (Secure Communications Operator),NA,NA,NA,NA,NA,NA
28,Cyber Security Audit & Assurance,NA,NA,NA,NA,NA,NA
28,Cyber Security Governance & Risk Management,NA,NA,NA,NA,NA,NA
28,Cyber Security Governance & Risk Management (Industrial Control Systems),NA,NA,NA,NA,NA,NA
28,Cyber Security Management,NA,NA,NA,NA,NA,NA
28,Cyber Threat Intelligence,NA,NA,NA,NA,NA,NA
28,Data Protection & Privacy,NA,NA,NA,NA,NA,NA
28,Digital Forensics,NA,NA,NA,NA,NA,NA
28,Digital Forensics (Industrial Control Systems),NA,NA,NA,NA,NA,NA
28,Identity & Access Management,NA,NA,NA,NA,NA,NA
28,Incident response,NA,NA,NA,NA,NA,NA
28,Incident response (Industrial Control Systems),NA,NA,NA,NA,NA,NA
28,Network Monitoring & Intrusion Detection,NA,NA,NA,NA,NA,NA
28,Secure Operations,NA,NA,NA,NA,NA,NA
28,Secure Operations (Industrial control systems),NA,NA,NA,NA,NA,NA
28,Secure System Architecture & Design,NA,NA,NA,NA,NA,NA
28,Secure System Architecture & Design (Industrial Control Systems),NA,NA,NA,NA,NA,NA
28,Secure System Development,NA,NA,NA,NA,NA,NA
28,Secure System Development (Industrial Control Systems),NA,NA,NA,NA,NA,NA
28,Security Testing,NA,NA,NA,NA,NA,NA
28,Vulnerability Management,NA,NA,NA,NA,NA,NA
29,Cryptography & Communications Security (Cryptographer),NA,NA,NA,NA,NA,NA
29,Cryptography & Communications Security (Secure Communications Operator),NA,NA,NA,NA,NA,NA
29,Cyber Security Audit & Assurance,NA,NA,NA,NA,NA,NA
29,Cyber Security Governance & Risk Management,NA,NA,NA,NA,NA,NA
29,Cyber Security Governance & Risk Management (Industrial Control Systems),NA,NA,NA,NA,NA,NA
29,Cyber Security Management,NA,NA,NA,NA,NA,NA
29,Cyber Threat Intelligence,NA,NA,NA,NA,NA,NA
29,Data Protection & Privacy,NA,NA,NA,NA,NA,NA
29,Digital Forensics,NA,NA,NA,NA,NA,NA
29,Digital Forensics (Industrial Control Systems),NA,NA,NA,NA,NA,NA
29,Identity & Access Management,NA,NA,NA,NA,NA,NA
29,Incident response,NA,NA,NA,NA,NA,NA
29,Incident response (Industrial Control Systems),NA,NA,NA,NA,NA,NA
29,Network Monitoring & Intrusion Detection,NA,NA,NA,NA,NA,NA
29,Secure Operations,NA,NA,NA,NA,NA,NA
29,Secure Operations (Industrial control systems),NA,NA,NA,NA,NA,NA
29,Secure System Architecture & Design,NA,NA,NA,NA,NA,NA
29,Secure System Architecture & Design (Industrial Control Systems),NA,NA,NA,NA,NA,NA
29,Secure System Development,NA,NA,NA,NA,NA,NA
29,Secure System Development (Industrial Control Systems),NA,NA,NA,NA,NA,NA
29,Security Testing,NA,NA,NA,NA,NA,NA
29,Vulnerability Management,NA,NA,NA,NA,NA,NA
30,Cryptography & Communications Security (Cryptographer),NA,NA,NA,NA,NA,NA
30,Cryptography & Communications Security (Secure Communications Operator),NA,NA,NA,NA,NA,NA
30,Cyber Security Audit & Assurance,NA,NA,NA,NA,NA,NA
30,Cyber Security Governance & Risk Management,NA,NA,NA,NA,NA,NA
30,Cyber Security Governance & Risk Management (Industrial Control Systems),NA,NA,NA,NA,NA,NA
30,Cyber Security Management,NA,NA,NA,NA,NA,NA
30,Cyber Threat Intelligence,NA,NA,NA,NA,NA,NA
30,Data Protection & Privacy,NA,NA,NA,NA,NA,NA
30,Digital Forensics,NA,NA,NA,NA,NA,NA
30,Digital Forensics (Industrial Control Systems),NA,NA,NA,NA,NA,NA
30,Identity & Access Management,NA,NA,NA,NA,NA,NA
30,Incident response,NA,NA,NA,NA,NA,NA
30,Incident response (Industrial Control Systems),NA,NA,NA,NA,NA,NA
30,Network Monitoring & Intrusion Detection,NA,NA,NA,NA,NA,NA
30,Secure Operations,NA,NA,NA,NA,NA,NA
30,Secure Operations (Industrial control systems),NA,NA,NA,NA,NA,NA
30,Secure System Architecture & Design,NA,NA,NA,NA,NA,NA
30,Secure System Architecture & Design (Industrial Control Systems),NA,NA,NA,NA,NA,NA
30,Secure System Development,NA,NA,NA,NA,NA,NA
30,Secure System Development (Industrial Control Systems),NA,NA,NA,NA,NA,NA
30,Security Testing,NA,NA,NA,NA,NA,NA
30,Vulnerability Management,NA,NA,NA,NA,NA,NA
31,Cryptography & Communications Security (Cryptographer),NA,NA,NA,NA,NA,NA
31,Cryptography & Communications Security (Secure Communications Operator),NA,NA,NA,NA,NA,NA
31,Cyber Security Audit & Assurance,NA,NA,NA,NA,NA,NA
31,Cyber Security Governance & Risk Management,NA,NA,NA,NA,NA,NA
31,Cyber Security Governance & Risk Management (Industrial Control Systems),NA,NA,NA,NA,NA,NA
31,Cyber Security Management,NA,NA,NA,NA,NA,NA
31,Cyber Threat Intelligence,NA,NA,NA,NA,NA,NA
31,Data Protection & Privacy,NA,NA,NA,NA,NA,NA
31,Digital Forensics,NA,NA,NA,NA,NA,NA
31,Digital Forensics (Industrial Control Systems),NA,NA,NA,NA,NA,NA
31,Identity & Access Management,NA,NA,NA,NA,NA,NA
31,Incident response,NA,NA,NA,NA,NA,NA
31,Incident response (Industrial Control Systems),NA,NA,NA,NA,NA,NA
31,Network Monitoring & Intrusion Detection,NA,NA,NA,NA,NA,NA
31,Secure Operations,NA,NA,NA,NA,NA,NA
31,Secure Operations (Industrial control systems),NA,NA,NA,NA,NA,NA
31,Secure System Architecture & Design,NA,NA,NA,NA,NA,NA
31,Secure System Architecture & Design (Industrial Control Systems),NA,NA,NA,NA,NA,NA
31,Secure System Development,NA,NA,NA,NA,NA,NA
31,Secure System Development (Industrial Control Systems),NA,NA,NA,NA,NA,NA
31,Security Testing,NA,NA,NA,NA,NA,NA
31,Vulnerability Management,NA,NA,NA,NA,NA,NA
32,Cryptography & Communications Security (Cryptographer),NA,NA,NA,NA,NA,NA
32,Cryptography & Communications Security (Secure Communications Operator),NA,NA,NA,NA,NA,NA
32,Cyber Security Audit & Assurance,NA,NA,NA,NA,NA,NA
32,Cyber Security Governance & Risk Management,NA,NA,NA,NA,NA,NA
32,Cyber Security Governance & Risk Management (Industrial Control Systems),NA,NA,NA,NA,NA,NA
32,Cyber Security Management,NA,NA,NA,NA,NA,NA
32,Cyber Threat Intelligence,NA,NA,NA,NA,NA,NA
32,Data Protection & Privacy,NA,NA,NA,NA,NA,NA
32,Digital Forensics,NA,NA,NA,NA,NA,NA
32,Digital Forensics (Industrial Control Systems),NA,NA,NA,NA,NA,NA
32,Identity & Access Management,NA,NA,NA,NA,NA,NA
32,Incident response,NA,NA,NA,NA,NA,NA
32,Incident response (Industrial Control Systems),NA,NA,NA,NA,NA,NA
32,Network Monitoring & Intrusion Detection,NA,NA,NA,NA,NA,NA
32,Secure Operations,NA,NA,NA,NA,NA,NA
32,Secure Operations (Industrial control systems),NA,NA,NA,NA,NA,NA
32,Secure System Architecture & Design,NA,NA,NA,NA,NA,NA
32,Secure System Architecture & Design (Industrial Control Systems),NA,NA,NA,NA,NA,NA
32,Secure System Development,NA,NA,NA,NA,NA,NA
32,Secure System Development (Industrial Control Systems),NA,NA,NA,NA,NA,NA
32,Security Testing,NA,NA,NA,NA,NA,NA
32,Vulnerability Management,NA,NA,NA,NA,NA,NA
33,Cryptography & Communications Security (Cryptographer),NA,NA,NA,NA,NA,NA
33,Cryptography & Communications Security (Secure Communications Operator),NA,NA,NA,NA,NA,NA
33,Cyber Security Audit & Assurance,NA,NA,NA,NA,NA,NA
33,Cyber Security Governance & Risk Management,NA,NA,NA,NA,NA,NA
33,Cyber Security Governance & Risk Management (Industrial Control Systems),NA,NA,NA,NA,NA,NA
33,Cyber Security Management,NA,NA,NA,NA,NA,NA
33,Cyber Threat Intelligence,NA,NA,NA,NA,NA,NA
33,Data Protection & Privacy,NA,NA,NA,NA,NA,NA
33,Digital Forensics,NA,NA,NA,NA,NA,NA
33,Digital Forensics (Industrial Control Systems),NA,NA,NA,NA,NA,NA
33,Identity & Access Management,NA,NA,NA,NA,NA,NA
33,Incident response,NA,NA,NA,NA,NA,NA
33,Incident response (Industrial Control Systems),NA,NA,NA,NA,NA,NA
33,Network Monitoring & Intrusion Detection,NA,NA,NA,NA,NA,NA
33,Secure Operations,NA,NA,NA,NA,NA,NA
33,Secure Operations (Industrial control systems),NA,NA,NA,NA,NA,NA
33,Secure System Architecture & Design,NA,NA,NA,NA,NA,NA
33,Secure System Architecture & Design (Industrial Control Systems),NA,NA,NA,NA,NA,NA
33,Secure System Development,NA,NA,NA,NA,NA,NA
33,Secure System Development (Industrial Control Systems),NA,NA,NA,NA,NA,NA
33,Security Testing,NA,NA,NA,NA,NA,NA
33,Vulnerability Management,NA,NA,NA,NA,NA,NA
34,Cryptography & Communications Security (Cryptographer),NA,NA,NA,NA,NA,NA
34,Cryptography & Communications Security (Secure Communications Operator),NA,NA,NA,NA,NA,NA
34,Cyber Security Audit & Assurance,NA,NA,NA,NA,NA,NA
34,Cyber Security Governance & Risk Management,NA,NA,NA,NA,NA,NA
34,Cyber Security Governance & Risk Management (Industrial Control Systems),NA,NA,NA,NA,NA,NA
34,Cyber Security Management,NA,NA,NA,NA,NA,NA
34,Cyber Threat Intelligence,NA,NA,NA,NA,NA,NA
34,Data Protection & Privacy,NA,NA,NA,NA,NA,NA
34,Digital Forensics,NA,NA,NA,NA,NA,NA
34,Digital Forensics (Industrial Control Systems),NA,NA,NA,NA,NA,NA
34,Identity & Access Management,NA,NA,NA,NA,NA,NA
34,Incident response,NA,NA,NA,NA,NA,NA
34,Incident response (Industrial Control Systems),NA,NA,NA,NA,NA,NA
34,Network Monitoring & Intrusion Detection,NA,NA,NA,NA,NA,NA
34,Secure Operations,NA,NA,NA,NA,NA,NA
34,Secure Operations (Industrial control systems),NA,NA,NA,NA,NA,NA
34,Secure System Architecture & Design,NA,NA,NA,NA,NA,NA
34,Secure System Architecture & Design (Industrial Control Systems),NA,NA,NA,NA,NA,NA
34,Secure System Development,NA,NA,NA,NA,NA,NA
34,Secure System Development (Industrial Control Systems),NA,NA,NA,NA,NA,NA
34,Security Testing,NA,NA,NA,NA,NA,NA
34,Vulnerability Management,NA,NA,NA,NA,NA,NA
35,Cryptography & Communications Security (Cryptographer),NA,NA,NA,NA,NA,NA
35,Cryptography & Communications Security (Secure Communications Operator),NA,NA,NA,NA,NA,NA
35,Cyber Security Audit & Assurance,NA,NA,NA,NA,NA,NA
35,Cyber Security Governance & Risk Management,NA,NA,NA,NA,NA,NA
35,Cyber Security Governance & Risk Management (Industrial Control Systems),NA,NA,NA,NA,NA,NA
35,Cyber Security Management,NA,NA,NA,NA,NA,NA
35,Cyber Threat Intelligence,NA,NA,NA,NA,NA,NA
35,Data Protection & Privacy,NA,NA,NA,NA,NA,NA
35,Digital Forensics,NA,NA,NA,NA,NA,NA
35,Digital Forensics (Industrial Control Systems),NA,NA,NA,NA,NA,NA
35,Identity & Access Management,NA,NA,NA,NA,NA,NA
35,Incident response,NA,NA,NA,NA,NA,NA
35,Incident response (Industrial Control Systems),NA,NA,NA,NA,NA,NA
35,Network Monitoring & Intrusion Detection,NA,NA,NA,NA,NA,NA
35,Secure Operations,NA,NA,NA,NA,NA,NA
35,Secure Operations (Industrial control systems),NA,NA,NA,NA,NA,NA
35,Secure System Architecture & Design,NA,NA,NA,NA,NA,NA
35,Secure System Architecture & Design (Industrial Control Systems),NA,NA,NA,NA,NA,NA
35,Secure System Development,NA,NA,NA,NA,NA,NA
35,Secure System Development (Industrial Control Systems),NA,NA,NA,NA,NA,NA
35,Security Testing,NA,NA,NA,NA,NA,NA
35,Vulnerability Management,NA,NA,NA,NA,NA,NA
36,Cryptography & Communications Security (Cryptographer),NA,NA,NA,NA,NA,NA
36,Cryptography & Communications Security (Secure Communications Operator),NA,NA,NA,NA,NA,NA
36,Cyber Security Audit & Assurance,NA,NA,NA,NA,NA,NA
36,Cyber Security Governance & Risk Management,NA,NA,NA,NA,NA,NA
36,Cyber Security Governance & Risk Management (Industrial Control Systems),NA,NA,NA,NA,NA,NA
36,Cyber Security Management,NA,NA,NA,NA,NA,NA
36,Cyber Threat Intelligence,NA,NA,NA,NA,NA,NA
36,Data Protection & Privacy,NA,NA,NA,NA,NA,NA
36,Digital Forensics,NA,NA,NA,NA,NA,NA
36,Digital Forensics (Industrial Control Systems),NA,NA,NA,NA,NA,NA
36,Identity & Access Management,NA,NA,NA,NA,NA,NA
36,Incident response,NA,NA,NA,NA,NA,NA
36,Incident response (Industrial Control Systems),NA,NA,NA,NA,NA,NA
36,Network Monitoring & Intrusion Detection,NA,NA,NA,NA,NA,NA
36,Secure Operations,NA,NA,NA,NA,NA,NA
36,Secure Operations (Industrial control systems),NA,NA,NA,NA,NA,NA
36,Secure System Architecture & Design,NA,NA,NA,NA,NA,NA
36,Secure System Architecture & Design (Industrial Control Systems),NA,NA,NA,NA,NA,NA
36,Secure System Development,NA,NA,NA,NA,NA,NA
36,Secure System Development (Industrial Control Systems),NA,NA,NA,NA,NA,NA
36,Security Testing,NA,NA,NA,NA,NA,NA
36,Vulnerability Management,NA,NA,NA,NA,NA,NA
37,Cryptography & Communications Security (Cryptographer),NA,NA,NA,NA,NA,NA
37,Cryptography & Communications Security (Secure Communications Operator),NA,NA,NA,NA,NA,NA
37,Cyber Security Audit & Assurance,NA,NA,NA,NA,NA,NA
37,Cyber Security Governance & Risk Management,NA,NA,NA,NA,NA,NA
37,Cyber Security Governance & Risk Management (Industrial Control Systems),NA,NA,NA,NA,NA,NA
37,Cyber Security Management,NA,NA,NA,NA,NA,NA
37,Cyber Threat Intelligence,NA,NA,NA,NA,NA,NA
37,Data Protection & Privacy,NA,NA,NA,NA,NA,NA
37,Digital Forensics,NA,NA,NA,NA,NA,NA
37,Digital Forensics (Industrial Control Systems),NA,NA,NA,NA,NA,NA
37,Identity & Access Management,NA,NA,NA,NA,NA,NA
37,Incident response,NA,NA,NA,NA,NA,NA
37,Incident response (Industrial Control Systems),NA,NA,NA,NA,NA,NA
37,Network Monitoring & Intrusion Detection,NA,NA,NA,NA,NA,NA
37,Secure Operations,NA,NA,NA,NA,NA,NA
37,Secure Operations (Industrial control systems),NA,NA,NA,NA,NA,NA
37,Secure System Architecture & Design,NA,NA,NA,NA,NA,NA
37,Secure System Architecture & Design (Industrial Control Systems),NA,NA,NA,NA,NA,NA
37,Secure System Development,NA,NA,NA,NA,NA,NA
37,Secure System Development (Industrial Control Systems),NA,NA,NA,NA,NA,NA
37,Security Testing,NA,NA,NA,NA,NA,NA
37,Vulnerability Management,NA,NA,NA,NA,NA,NA
38,Cryptography & Communications Security (Cryptographer),NA,NA,NA,NA,NA,NA
38,Cryptography & Communications Security (Secure Communications Operator),NA,NA,NA,NA,NA,NA
38,Cyber Security Audit & Assurance,NA,NA,NA,NA,NA,NA
38,Cyber Security Governance & Risk Management,NA,NA,NA,NA,NA,NA
38,Cyber Security Governance & Risk Management (Industrial Control Systems),NA,NA,NA,NA,NA,NA
38,Cyber Security Management,NA,NA,NA,NA,NA,NA
38,Cyber Threat Intelligence,NA,NA,NA,NA,NA,NA
38,Data Protection & Privacy,NA,NA,NA,NA,NA,NA
38,Digital Forensics,NA,NA,NA,NA,NA,NA
38,Digital Forensics (Industrial Control Systems),NA,NA,NA,NA,NA,NA
38,Identity & Access Management,NA,NA,NA,NA,NA,NA
38,Incident response,NA,NA,NA,NA,NA,NA
