id,Specialism,reference_sum,test_sum,alignment_index,alignment_type
58,Incident response (Industrial Control Systems),441.01,351.28999999999996,0.796557901181379,scenario
58,Network Monitoring & Intrusion Detection,258.3,214.69,0.8311653116531165,scenario
58,Secure Operations,383.39,299.09,0.7801194606014763,scenario
58,Secure Operations (Industrial control systems),423.16999999999996,338.87,0.8007892809036559,scenario
58,Secure System Architecture & Design,292.03999999999996,278.41999999999996,0.9533625530749212,scenario
58,Secure System Architecture & Design (Industrial Control Systems),331.81999999999994,318.19999999999993,0.9589536495690434,scenario
58,Secure System Development,292.03999999999996,278.41999999999996,0.9533625530749212,scenario
58,Secure System Development (Industrial Control Systems),331.81999999999994,318.19999999999993,0.9589536495690434,scenario
58,Security Testing,372.43,328.90000000000003,0.8831189753779235,scenario
58,Vulnerability Management,383.26,318.17,0.8301675103063195,scenario
59,Cryptography & Communications Security (Cryptographer),64.88,44.13,0.6801787916152898,scenario
59,Cryptography & Communications Security (Secure Communications Operator),64.88,44.13,0.6801787916152898,scenario
59,Cyber Security Audit & Assurance,160.22,90,0.5617276245162901,scenario
59,Cyber Security Governance & Risk Management,76.27,30,0.3933394519470303,scenario
59,Cyber Security Governance & Risk Management (Industrial Control Systems),76.27,30,0.3933394519470303,scenario
59,Cyber Security Management,413.29999999999995,236.73999999999998,0.5728042584079361,scenario
59,Cyber Threat Intelligence,336.21,294.34999999999997,0.8754944826150323,scenario
59,Data Protection & Privacy,0,0,NA,scenario
59,Digital Forensics,253.22,213,0.8411657846931522,scenario
59,Digital Forensics (Industrial Control Systems),253.22,213,0.8411657846931522,scenario
59,Identity & Access Management,210.97,110.75,0.5249561549035408,scenario
59,Incident response,349.52,253.70999999999998,0.7258812085145342,scenario
59,Incident response (Industrial Control Systems),349.52,253.70999999999998,0.7258812085145342,scenario
59,Network Monitoring & Intrusion Detection,270.37,180.39999999999998,0.6672337907312201,scenario
59,Secure Operations,303.01,201.14999999999998,0.6638394772449754,scenario
59,Secure Operations (Industrial control systems),303.01,201.14999999999998,0.6638394772449754,scenario
59,Secure System Architecture & Design,91.22,91.22,1,scenario
59,Secure System Architecture & Design (Industrial Control Systems),91.22,91.22,1,scenario
59,Secure System Development,91.22,91.22,1,scenario
59,Secure System Development (Industrial Control Systems),91.22,91.22,1,scenario
59,Security Testing,207.13,147.16,0.7104716844493796,scenario
59,Vulnerability Management,270.37,210.39999999999998,0.7781928468395162,scenario
60,Cryptography & Communications Security (Cryptographer),151.57000000000002,93.52000000000001,0.6170086428712805,scenario
60,Cryptography & Communications Security (Secure Communications Operator),151.57000000000002,93.52000000000001,0.6170086428712805,scenario
60,Cyber Security Audit & Assurance,297.71000000000004,180,0.6046152295858385,scenario
60,Cyber Security Governance & Risk Management,198.28,120,0.6052047609441195,scenario
60,Cyber Security Governance & Risk Management (Industrial Control Systems),218.62,140.34,0.6419357789772208,scenario
60,Cyber Security Management,693.6999999999999,447.88,0.6456393253567825,scenario
60,Cyber Threat Intelligence,484.53,350.23,0.7228241801333252,scenario
60,Data Protection & Privacy,179.37,120,0.669008195350393,scenario
60,Digital Forensics,356.74,273.78999999999996,0.7674777148623646,scenario
60,Digital Forensics (Industrial Control Systems),377.08,294.12999999999994,0.7800201548742971,scenario
60,Identity & Access Management,433.24,255.53,0.5898116517403749,scenario
60,Incident response,386.25,270,0.6990291262135923,scenario
60,Incident response (Industrial Control Systems),406.59,290.34,0.7140854423374898,scenario
60,Network Monitoring & Intrusion Detection,313.18,213.52,0.6817804457500479,scenario
60,Secure Operations,404.87,301.57,0.7448563736508015,scenario
60,Secure Operations (Industrial control systems),425.21,321.90999999999997,0.7570612168105171,scenario
60,Secure System Architecture & Design,121.20000000000002,117.68,0.9709570957095709,scenario
60,Secure System Architecture & Design (Industrial Control Systems),141.54000000000002,138.02,0.9751307051010314,scenario
60,Secure System Development,121.20000000000002,117.68,0.9709570957095709,scenario
60,Secure System Development (Industrial Control Systems),141.54000000000002,138.02,0.9751307051010314,scenario
60,Security Testing,263.90000000000003,194.47,0.7369079196665402,scenario
60,Vulnerability Management,428.94,291,0.678416561756889,scenario
61,Cryptography & Communications Security (Cryptographer),349.39,253.12,0.7244626348779302,scenario
61,Cryptography & Communications Security (Secure Communications Operator),349.39,253.12,0.7244626348779302,scenario
61,Cyber Security Audit & Assurance,137.91,67.91,0.49242259444565295,scenario
61,Cyber Security Governance & Risk Management,32.24,32.24,1,scenario
61,Cyber Security Governance & Risk Management (Industrial Control Systems),91.6,91.6,1,scenario
61,Cyber Security Management,927.98,448.88,0.4837173214939977,scenario
61,Cyber Threat Intelligence,261.72,212.37,0.8114397065566253,scenario
61,Data Protection & Privacy,124.29,95.7,0.7699734491914072,scenario
61,Digital Forensics,324.53000000000003,200.74,0.6185560656950051,scenario
61,Digital Forensics (Industrial Control Systems),383.89000000000004,260.1,0.6775378363593738,scenario
61,Identity & Access Management,368.62,298.62,0.810102544625902,scenario
61,Incident response,335.68000000000006,211.7,0.6306601525262153,scenario
61,Incident response (Industrial Control Systems),395.0400000000001,271.06,0.6861583637100039,scenario
61,Network Monitoring & Intrusion Detection,241.72,161.56,0.6683766341221248,scenario
61,Secure Operations,311.24,261.73,0.8409266161161805,scenario
61,Secure Operations (Industrial control systems),370.6,321.09000000000003,0.8664058283864005,scenario
61,Secure System Architecture & Design,378.73,336.73,0.8891030549467959,scenario
61,Secure System Architecture & Design (Industrial Control Systems),438.09000000000003,396.09000000000003,0.9041292885023625,scenario
61,Secure System Development,378.73,336.73,0.8891030549467959,scenario
61,Secure System Development (Industrial Control Systems),438.09000000000003,396.09000000000003,0.9041292885023625,scenario
61,Security Testing,390.97,318.32,0.8141801161214415,scenario
61,Vulnerability Management,307.35,247.83999999999997,0.8063770945176507,scenario
62,Cryptography & Communications Security (Cryptographer),418.9200000000001,267.65,0.6389048028263151,scenario
62,Cryptography & Communications Security (Secure Communications Operator),418.9200000000001,267.65,0.6389048028263151,scenario
62,Cyber Security Audit & Assurance,434.43,279.82,0.6441083718896025,scenario
62,Cyber Security Governance & Risk Management,269.82,180,0.66711140760507,scenario
62,Cyber Security Governance & Risk Management (Industrial Control Systems),369.82,240,0.6489643610405063,scenario
62,Cyber Security Management,1333.6000000000001,639.8199999999999,0.47976904619076177,scenario
62,Cyber Threat Intelligence,598.76,420,0.7014496626361146,scenario
62,Data Protection & Privacy,334.29,254.43,0.7611056268509377,scenario
62,Digital Forensics,591.76,381.11,0.6440279843179668,scenario
62,Digital Forensics (Industrial Control Systems),691.76,471.11,0.6810309934081185,scenario
62,Identity & Access Management,534.29,300,0.5614928222500889,scenario
62,Incident response,519.89,300,0.5770451441651119,scenario
62,Incident response (Industrial Control Systems),619.89,390,0.6291438803658714,scenario
62,Network Monitoring & Intrusion Detection,387.65,267.65,0.6904424093899135,scenario
62,Secure Operations,525.78,330,0.6276389364372932,scenario
62,Secure Operations (Industrial control systems),625.78,390,0.6232222186710985,scenario
62,Secure System Architecture & Design,461.85999999999996,360,0.7794569783051142,scenario
62,Secure System Architecture & Design (Industrial Control Systems),561.8599999999999,450,0.8009112590324994,scenario
62,Secure System Development,461.85999999999996,360,0.7794569783051142,scenario
62,Secure System Development (Industrial Control Systems),561.8599999999999,450,0.8009112590324994,scenario
62,Security Testing,543.75,447.65,0.8232643678160919,scenario
62,Vulnerability Management,487.65,300,0.6151953245155337,scenario
63,Cryptography & Communications Security (Cryptographer),179.01999999999998,178.7,0.9982124902245559,scenario
63,Cryptography & Communications Security (Secure Communications Operator),179.01999999999998,178.7,0.9982124902245559,scenario
63,Cyber Security Audit & Assurance,90.11999999999999,90.11999999999999,1,scenario
63,Cyber Security Governance & Risk Management,63.64,63.64,1,scenario
63,Cyber Security Governance & Risk Management (Industrial Control Systems),63.64,63.64,1,scenario
63,Cyber Security Management,281.34999999999997,242.67,0.8625199928914165,scenario
63,Cyber Threat Intelligence,153.91,115.00999999999999,0.7472548892209733,scenario
63,Data Protection & Privacy,94.65,94.65,1,scenario
63,Digital Forensics,100.28,73.9,0.7369365775827683,scenario
63,Digital Forensics (Industrial Control Systems),100.28,73.9,0.7369365775827683,scenario
63,Identity & Access Management,154.73,154.73,1,scenario
63,Incident response,107.27,80.89,0.7540784935210217,scenario
63,Incident response (Industrial Control Systems),107.27,80.89,0.7540784935210217,scenario
63,Network Monitoring & Intrusion Detection,102.2,102.2,1,scenario
63,Secure Operations,144.72,144.72,1,scenario
63,Secure Operations (Industrial control systems),144.72,144.72,1,scenario
63,Secure System Architecture & Design,98.89999999999999,72.52,0.7332659251769464,scenario
63,Secure System Architecture & Design (Industrial Control Systems),98.89999999999999,72.52,0.7332659251769464,scenario
63,Secure System Development,98.89999999999999,72.52,0.7332659251769464,scenario
63,Secure System Development (Industrial Control Systems),98.89999999999999,72.52,0.7332659251769464,scenario
63,Security Testing,110.71,110.71,1,scenario
63,Vulnerability Management,150.48000000000002,137.96,0.9167995746943115,scenario
64,Cryptography & Communications Security (Cryptographer),404.6600000000001,292.74,0.723422132160332,scenario
64,Cryptography & Communications Security (Secure Communications Operator),404.6600000000001,292.74,0.723422132160332,scenario
64,Cyber Security Audit & Assurance,358.71,273.55,0.7625937386746955,scenario
64,Cyber Security Governance & Risk Management,258.85,175.87,0.6794282402936063,scenario
64,Cyber Security Governance & Risk Management (Industrial Control Systems),261.59000000000003,178.61,0.6827860392216828,scenario
64,Cyber Security Management,1034.57,670.52,0.6481146756623525,scenario
64,Cyber Threat Intelligence,527.02,411.52,0.7808432317559106,scenario
64,Data Protection & Privacy,245.95000000000002,227.69,0.9257572677373449,scenario
64,Digital Forensics,595.61,418.94,0.7033797283457296,scenario
64,Digital Forensics (Industrial Control Systems),598.35,421.68,0.7047380295813487,scenario
64,Identity & Access Management,574.63,383.61,0.6675773976297792,scenario
64,Incident response,378.73,279.48999999999995,0.7379663612600004,scenario
64,Incident response (Industrial Control Systems),381.47,282.22999999999996,0.7398484808766087,scenario
64,Network Monitoring & Intrusion Detection,331.82,236.5,0.7127358206256404,scenario
64,Secure Operations,467.75,353.05,0.7547835382148584,scenario
64,Secure Operations (Industrial control systems),470.49,355.79,0.756211609173415,scenario
64,Secure System Architecture & Design,408.78999999999996,334.09999999999997,0.8172900511264952,scenario
64,Secure System Architecture & Design (Industrial Control Systems),411.53,336.84,0.8185065487327777,scenario
64,Secure System Development,408.78999999999996,334.09999999999997,0.8172900511264952,scenario
64,Secure System Development (Industrial Control Systems),411.53,336.84,0.8185065487327777,scenario
64,Security Testing,518.11,399.26,0.7706085580282179,scenario
64,Vulnerability Management,490.81,375.71,0.7654897006988447,scenario
65,Cryptography & Communications Security (Cryptographer),416.67,279.69,0.67125062999496,scenario
65,Cryptography & Communications Security (Secure Communications Operator),416.67,279.69,0.67125062999496,scenario
65,Cyber Security Audit & Assurance,400.53,321.62,0.8029860434923727,scenario
65,Cyber Security Governance & Risk Management,282.3,230.99,0.8182430038965639,scenario
65,Cyber Security Governance & Risk Management (Industrial Control Systems),302.87,251.56,0.8305873807244032,scenario
65,Cyber Security Management,1027.8799999999999,668.2399999999999,0.6501147993929253,scenario
65,Cyber Threat Intelligence,502.87000000000006,367.19000000000005,0.7301887167657646,scenario
65,Data Protection & Privacy,320.06,240.63,0.7518277822908205,scenario
65,Digital Forensics,434.91,321.94,0.7402451081833022,scenario
65,Digital Forensics (Industrial Control Systems),455.48,342.51,0.7519759374725564,scenario
65,Identity & Access Management,522.14,355.47,0.6807944229516989,scenario
65,Incident response,422.14000000000004,254.22,0.6022172738901785,scenario
65,Incident response (Industrial Control Systems),442.71000000000004,274.79,0.6206997808949425,scenario
65,Network Monitoring & Intrusion Detection,345.57,235.57,0.6816853314813207,scenario
65,Secure Operations,457.56,329.64,0.7204301075268816,scenario
65,Secure Operations (Industrial control systems),478.13,350.21,0.7324576997887603,scenario
65,Secure System Architecture & Design,275.78999999999996,223.5,0.810399216795388,scenario
65,Secure System Architecture & Design (Industrial Control Systems),296.35999999999996,244.07,0.8235591847752735,scenario
65,Secure System Development,275.78999999999996,223.5,0.810399216795388,scenario
65,Secure System Development (Industrial Control Systems),296.35999999999996,244.07,0.8235591847752735,scenario
65,Security Testing,468.24,375.84000000000003,0.8026652998462328,scenario
65,Vulnerability Management,473.96,320.68,0.6765971811967255,scenario
