"","id","permutation","test_max","reference_max","alignment_index","n_permutations"
"142","1","Cryptography & Communications Security (Cryptographer), Digital Forensics (Industrial Control Systems), Secure System Development (Industrial Control Systems)",110.21,150.21,0.73370614473071,3
"143","1","Cryptography & Communications Security (Cryptographer), Digital Forensics (Industrial Control Systems), Security Testing",120,200,0.6,3
"144","1","Cryptography & Communications Security (Cryptographer), Digital Forensics (Industrial Control Systems), Vulnerability Management",120,200,0.6,3
"145","1","Cryptography & Communications Security (Cryptographer), Identity & Access Management, Incident response",150,250.21,0.599496423004676,3
"146","1","Cryptography & Communications Security (Cryptographer), Identity & Access Management, Incident response (Industrial Control Systems)",150,250.21,0.599496423004676,3
"147","1","Cryptography & Communications Security (Cryptographer), Identity & Access Management, Network Monitoring & Intrusion Detection",90,200,0.45,3
"148","1","Cryptography & Communications Security (Cryptographer), Identity & Access Management, Secure Operations",60,150.21,0.399440782903934,3
"149","1","Cryptography & Communications Security (Cryptographer), Identity & Access Management, Secure Operations (Industrial control systems)",60,150.21,0.399440782903934,3
"150","1","Cryptography & Communications Security (Cryptographer), Identity & Access Management, Secure System Architecture & Design",30,100,0.3,3
"151","1","Cryptography & Communications Security (Cryptographer), Identity & Access Management, Secure System Architecture & Design (Industrial Control Systems)",30,100,0.3,3
"152","1","Cryptography & Communications Security (Cryptographer), Identity & Access Management, Secure System Development",30,100,0.3,3
"153","1","Cryptography & Communications Security (Cryptographer), Identity & Access Management, Secure System Development (Industrial Control Systems)",30,100,0.3,3
"154","1","Cryptography & Communications Security (Cryptographer), Identity & Access Management, Security Testing",120,200,0.6,3
"155","1","Cryptography & Communications Security (Cryptographer), Identity & Access Management, Vulnerability Management",120,200,0.6,3
"156","1","Cryptography & Communications Security (Cryptographer), Incident response, Incident response (Industrial Control Systems)",150,250.21,0.599496423004676,3
"157","1","Cryptography & Communications Security (Cryptographer), Incident response, Network Monitoring & Intrusion Detection",150,250.21,0.599496423004676,3
"158","1","Cryptography & Communications Security (Cryptographer), Incident response, Secure Operations",150,250.21,0.599496423004676,3
"159","1","Cryptography & Communications Security (Cryptographer), Incident response, Secure Operations (Industrial control systems)",150,250.21,0.599496423004676,3
"160","1","Cryptography & Communications Security (Cryptographer), Incident response, Secure System Architecture & Design",150,250.21,0.599496423004676,3
"161","1","Cryptography & Communications Security (Cryptographer), Incident response, Secure System Architecture & Design (Industrial Control Systems)",150,250.21,0.599496423004676,3
"162","1","Cryptography & Communications Security (Cryptographer), Incident response, Secure System Development",150,250.21,0.599496423004676,3
"163","1","Cryptography & Communications Security (Cryptographer), Incident response, Secure System Development (Industrial Control Systems)",150,250.21,0.599496423004676,3
"164","1","Cryptography & Communications Security (Cryptographer), Incident response, Security Testing",150,250.21,0.599496423004676,3
"165","1","Cryptography & Communications Security (Cryptographer), Incident response, Vulnerability Management",150,250.21,0.599496423004676,3
"166","1","Cryptography & Communications Security (Cryptographer), Incident response (Industrial Control Systems), Network Monitoring & Intrusion Detection",150,250.21,0.599496423004676,3
"167","1","Cryptography & Communications Security (Cryptographer), Incident response (Industrial Control Systems), Secure Operations",150,250.21,0.599496423004676,3
"168","1","Cryptography & Communications Security (Cryptographer), Incident response (Industrial Control Systems), Secure Operations (Industrial control systems)",150,250.21,0.599496423004676,3
"169","1","Cryptography & Communications Security (Cryptographer), Incident response (Industrial Control Systems), Secure System Architecture & Design",150,250.21,0.599496423004676,3
"170","1","Cryptography & Communications Security (Cryptographer), Incident response (Industrial Control Systems), Secure System Architecture & Design (Industrial Control Systems)",150,250.21,0.599496423004676,3
"171","1","Cryptography & Communications Security (Cryptographer), Incident response (Industrial Control Systems), Secure System Development",150,250.21,0.599496423004676,3
"172","1","Cryptography & Communications Security (Cryptographer), Incident response (Industrial Control Systems), Secure System Development (Industrial Control Systems)",150,250.21,0.599496423004676,3
"173","1","Cryptography & Communications Security (Cryptographer), Incident response (Industrial Control Systems), Security Testing",150,250.21,0.599496423004676,3
"174","1","Cryptography & Communications Security (Cryptographer), Incident response (Industrial Control Systems), Vulnerability Management",150,250.21,0.599496423004676,3
"175","1","Cryptography & Communications Security (Cryptographer), Network Monitoring & Intrusion Detection, Secure Operations",90,200,0.45,3
"176","1","Cryptography & Communications Security (Cryptographer), Network Monitoring & Intrusion Detection, Secure Operations (Industrial control systems)",90,200,0.45,3
"177","1","Cryptography & Communications Security (Cryptographer), Network Monitoring & Intrusion Detection, Secure System Architecture & Design",90,200,0.45,3
"178","1","Cryptography & Communications Security (Cryptographer), Network Monitoring & Intrusion Detection, Secure System Architecture & Design (Industrial Control Systems)",90,200,0.45,3
"179","1","Cryptography & Communications Security (Cryptographer), Network Monitoring & Intrusion Detection, Secure System Development",90,200,0.45,3
"180","1","Cryptography & Communications Security (Cryptographer), Network Monitoring & Intrusion Detection, Secure System Development (Industrial Control Systems)",90,200,0.45,3
"181","1","Cryptography & Communications Security (Cryptographer), Network Monitoring & Intrusion Detection, Security Testing",120,200,0.6,3
"182","1","Cryptography & Communications Security (Cryptographer), Network Monitoring & Intrusion Detection, Vulnerability Management",120,200,0.6,3
"183","1","Cryptography & Communications Security (Cryptographer), Secure Operations, Secure Operations (Industrial control systems)",60,150.21,0.399440782903934,3
"184","1","Cryptography & Communications Security (Cryptographer), Secure Operations, Secure System Architecture & Design",60,150.21,0.399440782903934,3
"185","1","Cryptography & Communications Security (Cryptographer), Secure Operations, Secure System Architecture & Design (Industrial Control Systems)",60,150.21,0.399440782903934,3
"186","1","Cryptography & Communications Security (Cryptographer), Secure Operations, Secure System Development",60,150.21,0.399440782903934,3
"187","1","Cryptography & Communications Security (Cryptographer), Secure Operations, Secure System Development (Industrial Control Systems)",60,150.21,0.399440782903934,3
"188","1","Cryptography & Communications Security (Cryptographer), Secure Operations, Security Testing",120,200,0.6,3
"189","1","Cryptography & Communications Security (Cryptographer), Secure Operations, Vulnerability Management",120,200,0.6,3
"190","1","Cryptography & Communications Security (Cryptographer), Secure Operations (Industrial control systems), Secure System Architecture & Design",60,150.21,0.399440782903934,3
"191","1","Cryptography & Communications Security (Cryptographer), Secure Operations (Industrial control systems), Secure System Architecture & Design (Industrial Control Systems)",60,150.21,0.399440782903934,3
"192","1","Cryptography & Communications Security (Cryptographer), Secure Operations (Industrial control systems), Secure System Development",60,150.21,0.399440782903934,3
"193","1","Cryptography & Communications Security (Cryptographer), Secure Operations (Industrial control systems), Secure System Development (Industrial Control Systems)",60,150.21,0.399440782903934,3
"194","1","Cryptography & Communications Security (Cryptographer), Secure Operations (Industrial control systems), Security Testing",120,200,0.6,3
"195","1","Cryptography & Communications Security (Cryptographer), Secure Operations (Industrial control systems), Vulnerability Management",120,200,0.6,3
"196","1","Cryptography & Communications Security (Cryptographer), Secure System Architecture & Design, Secure System Architecture & Design (Industrial Control Systems)",0,0,NA,3
"197","1","Cryptography & Communications Security (Cryptographer), Secure System Architecture & Design, Secure System Development",0,0,NA,3
"198","1","Cryptography & Communications Security (Cryptographer), Secure System Architecture & Design, Secure System Development (Industrial Control Systems)",0,0,NA,3
"199","1","Cryptography & Communications Security (Cryptographer), Secure System Architecture & Design, Security Testing",120,200,0.6,3
"200","1","Cryptography & Communications Security (Cryptographer), Secure System Architecture & Design, Vulnerability Management",120,200,0.6,3
"201","1","Cryptography & Communications Security (Cryptographer), Secure System Architecture & Design (Industrial Control Systems), Secure System Development",0,0,NA,3
"202","1","Cryptography & Communications Security (Cryptographer), Secure System Architecture & Design (Industrial Control Systems), Secure System Development (Industrial Control Systems)",0,0,NA,3
"203","1","Cryptography & Communications Security (Cryptographer), Secure System Architecture & Design (Industrial Control Systems), Security Testing",120,200,0.6,3
"204","1","Cryptography & Communications Security (Cryptographer), Secure System Architecture & Design (Industrial Control Systems), Vulnerability Management",120,200,0.6,3
"205","1","Cryptography & Communications Security (Cryptographer), Secure System Development, Secure System Development (Industrial Control Systems)",0,0,NA,3
"206","1","Cryptography & Communications Security (Cryptographer), Secure System Development, Security Testing",120,200,0.6,3
"207","1","Cryptography & Communications Security (Cryptographer), Secure System Development, Vulnerability Management",120,200,0.6,3
"208","1","Cryptography & Communications Security (Cryptographer), Secure System Development (Industrial Control Systems), Security Testing",120,200,0.6,3
"209","1","Cryptography & Communications Security (Cryptographer), Secure System Development (Industrial Control Systems), Vulnerability Management",120,200,0.6,3
"210","1","Cryptography & Communications Security (Cryptographer), Security Testing, Vulnerability Management",120,200,0.6,3
"211","1","Cryptography & Communications Security (Secure Communications Operator), Cyber Security Audit & Assurance, Cyber Security Governance & Risk Management",30,100,0.3,3
"212","1","Cryptography & Communications Security (Secure Communications Operator), Cyber Security Audit & Assurance, Cyber Security Governance & Risk Management (Industrial Control Systems)",30,100,0.3,3
"213","1","Cryptography & Communications Security (Secure Communications Operator), Cyber Security Audit & Assurance, Cyber Security Management",90,250.21,0.359697853802806,3
"214","1","Cryptography & Communications Security (Secure Communications Operator), Cyber Security Audit & Assurance, Cyber Threat Intelligence",210,250.21,0.839294992206546,3
"215","1","Cryptography & Communications Security (Secure Communications Operator), Cyber Security Audit & Assurance, Data Protection & Privacy",30,100,0.3,3
