"","scenario_id","permutation","threshold_sum","values_sum","alignment_index","n_permutations"
"1",1,"Cryptography & Communications Security (Cryptographer), Cryptography & Communications Security (Secure Communications Operator), Cyber Security Audit & Assurance",1230,30,0.024390243902439,3
"2",1,"Cryptography & Communications Security (Cryptographer), Cryptography & Communications Security (Secure Communications Operator), Cyber Security Governance & Risk Management",1110,0,0,3
"3",1,"Cryptography & Communications Security (Cryptographer), Cryptography & Communications Security (Secure Communications Operator), Cyber Security Governance & Risk Management (Industrial Control Systems)",1170,0,0,3
"4",1,"Cryptography & Communications Security (Cryptographer), Cryptography & Communications Security (Secure Communications Operator), Cyber Security Management",1740,90,0.0517241379310345,3
"5",1,"Cryptography & Communications Security (Cryptographer), Cryptography & Communications Security (Secure Communications Operator), Cyber Threat Intelligence",1290,210,0.162790697674419,3
"6",1,"Cryptography & Communications Security (Cryptographer), Cryptography & Communications Security (Secure Communications Operator), Data Protection & Privacy",1200,0,0,3
"7",1,"Cryptography & Communications Security (Cryptographer), Cryptography & Communications Security (Secure Communications Operator), Digital Forensics",1350,110.21,0.081637037037037,3
"8",1,"Cryptography & Communications Security (Cryptographer), Cryptography & Communications Security (Secure Communications Operator), Digital Forensics (Industrial Control Systems)",1440,110.21,0.0765347222222222,3
"9",1,"Cryptography & Communications Security (Cryptographer), Cryptography & Communications Security (Secure Communications Operator), Identity & Access Management",1380,30,0.0217391304347826,3
"10",1,"Cryptography & Communications Security (Cryptographer), Cryptography & Communications Security (Secure Communications Operator), Incident response",1200,150,0.125,3
"11",1,"Cryptography & Communications Security (Cryptographer), Cryptography & Communications Security (Secure Communications Operator), Incident response (Industrial Control Systems)",1290,150,0.116279069767442,3
"12",1,"Cryptography & Communications Security (Cryptographer), Cryptography & Communications Security (Secure Communications Operator), Network Monitoring & Intrusion Detection",1140,90,0.0789473684210526,3
"13",1,"Cryptography & Communications Security (Cryptographer), Cryptography & Communications Security (Secure Communications Operator), Secure Operations",1290,60,0.0465116279069767,3
"14",1,"Cryptography & Communications Security (Cryptographer), Cryptography & Communications Security (Secure Communications Operator), Secure Operations (Industrial control systems)",1350,60,0.0444444444444444,3
