id,Specialism,alignment_type,threshold_sum,indicator_sum,indicator_mean,indicator_max,indicator_min,alignment_index
14,Cryptography & Communications Security (Secure Communications Operator),personal,420,169.28,21.16,37.72,0,0.40304761904761904
14,Cyber Security Audit & Assurance,personal,360,295.59000000000003,49.265,89.85,20.03,0.8210833333333334
14,Cyber Security Governance & Risk Management,personal,240,229.88,57.47,89.85,20.03,0.9578333333333333
14,Cyber Security Governance & Risk Management (Industrial Control Systems),personal,300,289.88,57.976,89.85,20.03,0.9662666666666666
14,Cyber Security Management,personal,870,572.42,27.258095238095237,89.85,0,0.6579540229885057
14,Cyber Threat Intelligence,personal,420,241.54,34.505714285714284,60,20.03,0.5750952380952381
14,Data Protection & Privacy,personal,330,219.22,43.844,65.71,30,0.6643030303030303
14,Digital Forensics,personal,480,273.03,34.12875,65.71,20.03,0.5688124999999999
14,Digital Forensics (Industrial Control Systems),personal,570,337.35999999999996,37.48444444444444,65.71,20.03,0.591859649122807
14,Identity & Access Management,personal,510,245.37,27.263333333333332,60,0,0.48111764705882354
14,Incident response,personal,330,193.06,27.58,45.54,11.52,0.585030303030303
14,Incident response (Industrial Control Systems),personal,420,257.39,32.17375,64.33,11.52,0.6128333333333333
14,Network Monitoring & Intrusion Detection,personal,270,117.66,29.415,34.57,20.03,0.43577777777777776
14,Secure Operations,personal,420,203.72,25.465,33.06,8.5,0.48504761904761906
14,Secure Operations (Industrial control systems),personal,480,263.72,29.302222222222223,60,8.5,0.5494166666666668
14,Secure System Architecture & Design,personal,540,143.70000000000002,17.9625,37.72,0,0.26611111111111113
14,Secure System Architecture & Design (Industrial Control Systems),personal,630,208.03000000000003,23.114444444444445,64.33,0,0.3302063492063492
14,Secure System Development,personal,540,143.70000000000002,17.9625,37.72,0,0.26611111111111113
14,Secure System Development (Industrial Control Systems),personal,630,208.03000000000003,23.114444444444445,64.33,0,0.3302063492063492
14,Security Testing,personal,510,213.58999999999997,30.512857142857143,60,0,0.4188039215686274
14,Vulnerability Management,personal,390,196.52999999999997,32.755,45.54,20.03,0.5039230769230768
15,Cryptography & Communications Security (Cryptographer),personal,450,63.620000000000005,7.952500000000001,30,2.47,0.1413777777777778
15,Cryptography & Communications Security (Secure Communications Operator),personal,420,63.620000000000005,7.952500000000001,30,2.47,0.1514761904761905
15,Cyber Security Audit & Assurance,personal,360,147.76,24.626666666666665,60,2.88,0.41044444444444445
15,Cyber Security Governance & Risk Management,personal,240,110.17,27.542499999999997,60,5.49,0.4590416666666667
15,Cyber Security Governance & Risk Management (Industrial Control Systems),personal,300,112.09,22.418,60,1.92,0.3736333333333333
15,Cyber Security Management,personal,870,284.28,13.537142857142857,60,0,0.32675862068965517
15,Cyber Threat Intelligence,personal,420,231.70000000000002,33.1,86.15,0,0.5516666666666667
15,Data Protection & Privacy,personal,330,94.48,18.896,41.43,2.88,0.28630303030303034
15,Digital Forensics,personal,480,115.71,14.463750000000001,60,0,0.24106249999999999
15,Digital Forensics (Industrial Control Systems),personal,570,117.63,13.07,60,0,0.20636842105263156
15,Identity & Access Management,personal,510,136.97,15.21888888888889,41.43,2.47,0.26856862745098037
15,Incident response,personal,330,198.43,28.347142857142856,60,0,0.6013030303030303
15,Incident response (Industrial Control Systems),personal,420,200.35,25.04375,60,0,0.4770238095238095
15,Network Monitoring & Intrusion Detection,personal,270,131.16,32.79,60,6.45,0.48577777777777775
15,Secure Operations,personal,420,154.39,19.29875,41.43,0,0.3675952380952381
15,Secure Operations (Industrial control systems),personal,480,156.30999999999997,17.36777777777778,41.43,0,0.3256458333333333
15,Secure System Architecture & Design,personal,540,35.269999999999996,4.4087499999999995,7.41,2.06,0.06531481481481481
15,Secure System Architecture & Design (Industrial Control Systems),personal,630,37.19,4.1322222222222225,7.41,1.92,0.059031746031746025
15,Secure System Development,personal,540,35.269999999999996,4.4087499999999995,7.41,2.06,0.06531481481481481
15,Secure System Development (Industrial Control Systems),personal,630,37.19,4.1322222222222225,7.41,1.92,0.059031746031746025
15,Security Testing,personal,510,133.44,19.062857142857144,84.22,2.06,0.2616470588235294
15,Vulnerability Management,personal,390,178.45000000000002,29.741666666666667,60,2.61,0.4575641025641026
16,Cryptography & Communications Security (Cryptographer),personal,450,233.80999999999997,29.226250000000004,87.68,5.73,0.5195777777777777
16,Cryptography & Communications Security (Secure Communications Operator),personal,420,233.80999999999997,29.226250000000004,87.68,5.73,0.5566904761904762
16,Cyber Security Audit & Assurance,personal,360,193.64,32.27333333333333,60,5.73,0.5378888888888889
16,Cyber Security Governance & Risk Management,personal,240,137.85,34.4625,60,8.02,0.574375
16,Cyber Security Governance & Risk Management (Industrial Control Systems),personal,300,163.92,32.784,60,8.02,0.5464
16,Cyber Security Management,personal,870,552.7199999999999,26.32,85.96,0,0.6353103448275861
16,Cyber Threat Intelligence,personal,420,270.52,38.645714285714284,85.96,8.02,0.644095238095238
16,Data Protection & Privacy,personal,330,99.91,19.982,39.83,5.73,0.3027575757575757
16,Digital Forensics,personal,480,243.79000000000002,30.47375,60,8.02,0.5078958333333333
16,Digital Forensics (Industrial Control Systems),personal,570,269.86,29.984444444444446,60,8.02,0.4734385964912281
16,Identity & Access Management,personal,510,199.92,22.213333333333335,45.85,5.73,0.39199999999999996
16,Incident response,personal,330,286.02,40.86,85.96,20.06,0.8667272727272727
16,Incident response (Industrial Control Systems),personal,420,312.09,39.01125,85.96,20.06,0.7430714285714285
16,Network Monitoring & Intrusion Detection,personal,270,253.7,63.425,87.68,20.06,0.9396296296296296
16,Secure Operations,personal,420,309.79999999999995,38.725,85.96,16.33,0.7376190476190475
16,Secure Operations (Industrial control systems),personal,480,335.86999999999995,37.318888888888885,85.96,16.33,0.6997291666666665
16,Secure System Architecture & Design,personal,540,250.35,31.29375,84.81,6.59,0.4636111111111111
16,Secure System Architecture & Design (Industrial Control Systems),personal,630,276.42,30.71333333333333,84.81,6.59,0.4387619047619048
16,Secure System Development,personal,540,250.35,31.29375,84.81,6.59,0.4636111111111111
16,Secure System Development (Industrial Control Systems),personal,630,276.42,30.71333333333333,84.81,6.59,0.4387619047619048
16,Security Testing,personal,510,244.71,34.95857142857143,87.68,7.16,0.4798235294117647
16,Vulnerability Management,personal,390,301.87,50.31166666666667,85.96,20.06,0.7740256410256411
17,Cryptography & Communications Security (Cryptographer),personal,450,98.95,12.36875,30,0,0.21988888888888888
17,Cryptography & Communications Security (Secure Communications Operator),personal,420,98.95,12.36875,30,0,0.2355952380952381
17,Cyber Security Audit & Assurance,personal,360,222.79,37.13166666666667,79.56,0,0.6188611111111111
17,Cyber Security Governance & Risk Management,personal,240,169.25,42.3125,60,0,0.7052083333333333
17,Cyber Security Governance & Risk Management (Industrial Control Systems),personal,300,193.94,38.788,60,0,0.6464666666666666
17,Cyber Security Management,personal,870,327.12999999999994,15.577619047619047,79.56,0,0.3760114942528735
17,Cyber Threat Intelligence,personal,420,99.74000000000001,14.248571428571427,60,0,0.2374761904761905
17,Data Protection & Privacy,personal,330,255.93,51.186,79.56,20.71,0.7755454545454545
17,Digital Forensics,personal,480,85.05000000000001,10.631250000000001,79.56,0,0.17718750000000003
17,Digital Forensics (Industrial Control Systems),personal,570,109.74000000000001,12.193333333333333,79.56,0,0.1925263157894737
17,Identity & Access Management,personal,510,176.83,19.64777777777778,60,0,0.34672549019607846
17,Incident response,personal,330,44.67999999999999,6.3828571428571435,30,0,0.13539393939393937
17,Incident response (Industrial Control Systems),personal,420,69.36999999999999,8.67125,30,0,0.16516666666666666
17,Network Monitoring & Intrusion Detection,personal,270,9.74,2.435,4.25,0,0.03607407407407408
17,Secure Operations,personal,420,57.43,7.17875,30,0,0.13673809523809524
17,Secure Operations (Industrial control systems),personal,480,82.12,9.124444444444444,30,0,0.17108333333333334
17,Secure System Architecture & Design,personal,540,20.85,2.60625,11.93,0,0.03861111111111112
17,Secure System Architecture & Design (Industrial Control Systems),personal,630,45.540000000000006,5.0600000000000005,24.69,0,0.0722857142857143
17,Secure System Development,personal,540,20.85,2.60625,11.93,0,0.03861111111111112
17,Secure System Development (Industrial Control Systems),personal,630,45.540000000000006,5.0600000000000005,24.69,0,0.0722857142857143
17,Security Testing,personal,510,71.25000000000001,10.178571428571429,60,0,0.1397058823529412
17,Vulnerability Management,personal,390,39.739999999999995,6.623333333333334,30,0,0.10189743589743588
18,Cryptography & Communications Security (Cryptographer),personal,450,236.02999999999997,29.50375,46.5,7.41,0.524511111111111
18,Cryptography & Communications Security (Secure Communications Operator),personal,420,236.02999999999997,29.50375,46.5,7.41,0.5619761904761904
18,Cyber Security Audit & Assurance,personal,360,260.19,43.365,75.17,7.41,0.72275
18,Cyber Security Governance & Risk Management,personal,240,191.38,47.845,72.98,28.4,0.7974166666666667
18,Cyber Security Governance & Risk Management (Industrial Control Systems),personal,300,251.38,50.276,72.98,28.4,0.8379333333333333
18,Cyber Security Management,personal,870,606.1299999999999,28.863333333333333,75.17,5.21,0.6967011494252873
18,Cyber Threat Intelligence,personal,420,291.33,41.61857142857143,67.08,5.21,0.6936428571428571
18,Data Protection & Privacy,personal,330,192.38000000000002,38.476,75.17,7.41,0.582969696969697
18,Digital Forensics,personal,480,283.14,35.3925,75.17,5.21,0.5898749999999999
18,Digital Forensics (Industrial Control Systems),personal,570,345.41999999999996,38.38,75.17,5.21,0.606
18,Identity & Access Management,personal,510,265.64,29.515555555555554,60,7.41,0.5208627450980392
18,Incident response,personal,330,252.65,36.09285714285714,60,5.21,0.7656060606060606
18,Incident response (Industrial Control Systems),personal,420,314.93,39.36625,62.28,5.21,0.7498333333333334
18,Network Monitoring & Intrusion Detection,personal,270,171.14999999999998,42.7875,52.81,30,0.6338888888888888
18,Secure Operations,personal,420,221.36,27.669999999999998,46.23,5.21,0.5270476190476191
18,Secure Operations (Industrial control systems),personal,480,281.36,31.26222222222222,60,5.21,0.5861666666666667
18,Secure System Architecture & Design,personal,540,214.09,26.76125,41.84,11.39,0.39646296296296296
18,Secure System Architecture & Design (Industrial Control Systems),personal,630,276.37,30.70777777777778,62.28,11.39,0.4386825396825397
18,Secure System Development,personal,540,214.09,26.76125,41.84,11.39,0.39646296296296296
18,Secure System Development (Industrial Control Systems),personal,630,276.37,30.70777777777778,62.28,11.39,0.4386825396825397
18,Security Testing,personal,510,238.56,34.08,60,11.39,0.46776470588235297
18,Vulnerability Management,personal,390,253.64999999999998,42.275,60,22.5,0.6503846153846153
19,Cryptography & Communications Security (Cryptographer),personal,450,13.72,1.7150000000000003,13.72,0,0.030488888888888892
19,Cryptography & Communications Security (Secure Communications Operator),personal,420,13.72,1.7150000000000003,13.72,0,0.03266666666666667
19,Cyber Security Audit & Assurance,personal,360,13.72,2.2866666666666666,13.72,0,0.03811111111111111
19,Cyber Security Governance & Risk Management,personal,240,13.72,3.43,13.72,0,0.05716666666666667
19,Cyber Security Governance & Risk Management (Industrial Control Systems),personal,300,13.72,2.744,13.72,0,0.045733333333333334
19,Cyber Security Management,personal,870,43.72,2.0819047619047617,30,0,0.05025287356321839
19,Cyber Threat Intelligence,personal,420,43.72,6.2457142857142856,30,0,0.10409523809523809
19,Data Protection & Privacy,personal,330,13.72,2.744,13.72,0,0.04157575757575758
19,Digital Forensics,personal,480,68.04,8.504999999999999,54.32,0,0.14175000000000001
19,Digital Forensics (Industrial Control Systems),personal,570,68.04,7.56,54.32,0,0.1193684210526316
19,Identity & Access Management,personal,510,13.72,1.5244444444444443,13.72,0,0.026901960784313728
19,Incident response,personal,330,30,4.285714285714286,30,0,0.09090909090909091
19,Incident response (Industrial Control Systems),personal,420,30,3.75,30,0,0.07142857142857142
19,Network Monitoring & Intrusion Detection,personal,270,0,0,0,0,0
19,Secure Operations,personal,420,30,3.75,30,0,0.07142857142857142
19,Secure Operations (Industrial control systems),personal,480,30,3.3333333333333335,30,0,0.0625
19,Secure System Architecture & Design,personal,540,0,0,0,0,0
19,Secure System Architecture & Design (Industrial Control Systems),personal,630,0,0,0,0,0
19,Secure System Development,personal,540,0,0,0,0,0
19,Secure System Development (Industrial Control Systems),personal,630,0,0,0,0,0
19,Security Testing,personal,510,13.72,1.96,13.72,0,0.026901960784313728
19,Vulnerability Management,personal,390,0,0,0,0,0
20,Cryptography & Communications Security (Cryptographer),personal,450,225.08,28.135,55.42,7.82,0.5001777777777778
20,Cryptography & Communications Security (Secure Communications Operator),personal,420,225.08,28.135,55.42,7.82,0.5359047619047619
20,Cyber Security Audit & Assurance,personal,360,295.23,49.205,71.88,30,0.8200833333333334
20,Cyber Security Governance & Risk Management,personal,240,205.23,51.3075,71.88,30,0.8551249999999999
20,Cyber Security Governance & Risk Management (Industrial Control Systems),personal,300,265.23,53.046,71.88,30,0.8841000000000001
20,Cyber Security Management,personal,870,698.4399999999999,33.25904761904762,90,3.84,0.8028045977011493
20,Cyber Threat Intelligence,personal,420,269.07,38.43857142857143,90,7.96,0.6406428571428572
20,Data Protection & Privacy,personal,330,243.23,48.646,60,30,0.7370606060606061
20,Digital Forensics,personal,480,257.31,32.16375,60,7.96,0.5360625
20,Digital Forensics (Industrial Control Systems),personal,570,323.98,35.99777777777778,66.67,7.96,0.5683859649122808
20,Identity & Access Management,personal,510,341.22,37.913333333333334,60,7.82,0.6690588235294118
20,Incident response,personal,330,241.5,34.5,90,7.96,0.7318181818181818
20,Incident response (Industrial Control Systems),personal,420,308.17,38.52125,90,7.96,0.7337380952380953
20,Network Monitoring & Intrusion Detection,personal,270,212.73000000000002,53.182500000000005,90,30,0.787888888888889
20,Secure Operations,personal,420,325.71999999999997,40.715,90,7.96,0.7755238095238095
20,Secure Operations (Industrial control systems),personal,480,385.71999999999997,42.85777777777778,90,7.96,0.8035833333333333
20,Secure System Architecture & Design,personal,540,229.30999999999997,28.66375,46.64,7.82,0.4246481481481481
20,Secure System Architecture & Design (Industrial Control Systems),personal,630,295.97999999999996,32.88666666666667,66.67,7.82,0.46980952380952373
20,Secure System Development,personal,540,229.30999999999997,28.66375,46.64,7.82,0.4246481481481481
20,Secure System Development (Industrial Control Systems),personal,630,295.97999999999996,32.88666666666667,66.67,7.82,0.46980952380952373
20,Security Testing,personal,510,283.36,40.480000000000004,55.42,30,0.555607843137255
20,Vulnerability Management,personal,390,282.96,47.160000000000004,90,30,0.7255384615384615
21,Cryptography & Communications Security (Cryptographer),personal,450,140.07,17.50875,30,3.43,0.31126666666666664
21,Cryptography & Communications Security (Secure Communications Operator),personal,420,140.07,17.50875,30,3.43,0.33349999999999996
21,Cyber Security Audit & Assurance,personal,360,311.7,51.95,90,30,0.8658333333333333
21,Cyber Security Governance & Risk Management,personal,240,221.7,55.425,90,30,0.92375
21,Cyber Security Governance & Risk Management (Industrial Control Systems),personal,300,249.67999999999998,49.936,90,27.98,0.8322666666666666
21,Cyber Security Management,personal,870,598.25,28.488095238095237,90,2.19,0.6876436781609195
21,Cyber Threat Intelligence,personal,420,244.4,34.91428571428571,88.07,2.19,0.5819047619047619
21,Data Protection & Privacy,personal,330,216.75,43.35,60,30,0.6568181818181819
21,Digital Forensics,personal,480,243.79999999999998,30.475,60,2.19,0.5079166666666667
21,Digital Forensics (Industrial Control Systems),personal,570,271.78,30.197777777777777,60,2.19,0.4768070175438596
21,Identity & Access Management,personal,510,264.27000000000004,29.363333333333333,60,4.8,0.5181764705882353
21,Incident response,personal,330,228.48999999999998,32.64142857142857,88.07,2.19,0.6923939393939393
21,Incident response (Industrial Control Systems),personal,420,256.46999999999997,32.058749999999996,88.07,2.19,0.610642857142857
21,Network Monitoring & Intrusion Detection,personal,270,155.10999999999999,38.777499999999996,88.07,13.58,0.5744814814814815
21,Secure Operations,personal,420,206.67999999999998,25.835,88.07,2.19,0.49209523809523803
21,Secure Operations (Industrial control systems),personal,480,234.65999999999997,26.073333333333334,88.07,2.19,0.48887499999999995
21,Secure System Architecture & Design,personal,540,203.84,25.48,65.02,4.66,0.3774814814814815
21,Secure System Architecture & Design (Industrial Control Systems),personal,630,231.82,25.75777777777778,65.02,4.66,0.36796825396825394
21,Secure System Development,personal,540,203.84,25.48,65.02,4.66,0.3774814814814815
21,Secure System Development (Industrial Control Systems),personal,630,231.82,25.75777777777778,65.02,4.66,0.36796825396825394
21,Security Testing,personal,510,240.15,34.30714285714286,65.02,10.7,0.4708823529411765
21,Vulnerability Management,personal,390,211.20999999999998,35.20166666666667,88.07,10.7,0.5415641025641025
22,Cryptography & Communications Security (Cryptographer),personal,450,321.08,40.135,87.82,18.91,0.7135111111111111
22,Cryptography & Communications Security (Secure Communications Operator),personal,420,321.08,40.135,87.82,18.91,0.7644761904761904
22,Cyber Security Audit & Assurance,personal,360,276.22,46.03666666666667,68.91,27.72,0.7672777777777778
22,Cyber Security Governance & Risk Management,personal,240,177.31,44.3275,60,27.72,0.7387916666666666
22,Cyber Security Governance & Risk Management (Industrial Control Systems),personal,300,237.31,47.462,60,27.72,0.7910333333333334
22,Cyber Security Management,personal,870,713.11,33.95761904761905,68.91,14.51,0.8196666666666667
22,Cyber Threat Intelligence,personal,420,289.9,41.41428571428571,68.65,29.02,0.6902380952380952
22,Data Protection & Privacy,personal,330,258.19,51.638,68.91,27.72,0.7823939393939394
22,Digital Forensics,personal,480,381.71,47.71375,68.91,30,0.7952291666666667
22,Digital Forensics (Industrial Control Systems),personal,570,471.71,52.41222222222222,90,30,0.8275614035087719
22,Identity & Access Management,personal,510,331.45,36.827777777777776,60.88,18.91,0.6499019607843137
22,Incident response,personal,330,242.13,34.59,68.65,14.51,0.7337272727272727
22,Incident response (Industrial Control Systems),personal,420,332.13,41.51625,90,14.51,0.7907857142857143
22,Network Monitoring & Intrusion Detection,personal,270,215.49,53.8725,87.82,29.02,0.7981111111111111
22,Secure Operations,personal,420,325.18,40.6475,68.65,18.91,0.7742380952380953
22,Secure Operations (Industrial control systems),personal,480,385.18,42.797777777777775,68.65,18.91,0.8024583333333334
22,Secure System Architecture & Design,personal,540,341.90999999999997,42.738749999999996,90,14.51,0.6331666666666667
22,Secure System Architecture & Design (Industrial Control Systems),personal,630,431.90999999999997,47.99,90,14.51,0.6855714285714285
22,Secure System Development,personal,540,341.90999999999997,42.738749999999996,90,14.51,0.6331666666666667
22,Secure System Development (Industrial Control Systems),personal,630,431.90999999999997,47.99,90,14.51,0.6855714285714285
22,Security Testing,personal,510,401.5,57.357142857142854,90,29.02,0.7872549019607843
22,Vulnerability Management,personal,390,266.17,44.361666666666665,68.65,29.02,0.6824871794871795
23,Cryptography & Communications Security (Cryptographer),personal,450,209.21,26.15125,53.64,5.49,0.4649111111111111
23,Cryptography & Communications Security (Secure Communications Operator),personal,420,209.21,26.15125,53.64,5.49,0.49811904761904763
23,Cyber Security Audit & Assurance,personal,360,333.05,55.50833333333333,90,30,0.925138888888889
23,Cyber Security Governance & Risk Management,personal,240,213.61,53.4025,90,30,0.8900416666666667
23,Cyber Security Governance & Risk Management (Industrial Control Systems),personal,300,218.69000000000003,43.738,90,5.08,0.7289666666666668
23,Cyber Security Management,personal,870,658.71,31.36714285714286,90,5.08,0.7571379310344828
23,Cyber Threat Intelligence,personal,420,265.12,37.87428571428571,76.95,5.76,0.6312380952380953
23,Data Protection & Privacy,personal,330,281.83,56.366,89.44,30,0.854030303030303
23,Digital Forensics,personal,480,307.79,38.47375,89.44,5.49,0.6412291666666667
23,Digital Forensics (Industrial Control Systems),personal,570,312.87,34.763333333333335,89.44,5.08,0.5488947368421053
23,Identity & Access Management,personal,510,352.33,39.147777777777776,67.08,6.72,0.690843137254902
23,Incident response,personal,330,210.74,30.10571428571429,76.95,5.62,0.6386060606060606
23,Incident response (Industrial Control Systems),personal,420,215.82000000000002,26.9775,76.95,5.08,0.5138571428571429
23,Network Monitoring & Intrusion Detection,personal,270,188.57,47.1425,76.95,27.98,0.6984074074074074
23,Secure Operations,personal,420,292.40999999999997,36.551249999999996,76.95,5.49,0.6962142857142857
23,Secure Operations (Industrial control systems),personal,480,297.48999999999995,33.05444444444444,76.95,5.08,0.6197708333333333
23,Secure System Architecture & Design,personal,540,262.14,32.7675,76.13,5.49,0.4854444444444444
23,Secure System Architecture & Design (Industrial Control Systems),personal,630,267.21999999999997,29.691111111111113,76.13,5.08,0.4241587301587301
23,Secure System Development,personal,540,262.14,32.7675,76.13,5.49,0.4854444444444444
23,Secure System Development (Industrial Control Systems),personal,630,267.21999999999997,29.691111111111113,76.13,5.08,0.4241587301587301
23,Security Testing,personal,510,360.41999999999996,51.488571428571426,76.13,27.98,0.7067058823529411
23,Vulnerability Management,personal,390,283.63,47.27166666666667,76.95,27.98,0.7272564102564102
24,Cryptography & Communications Security (Cryptographer),personal,450,212.77999999999997,26.5975,42.33,3.24,0.4728444444444444
24,Cryptography & Communications Security (Secure Communications Operator),personal,420,212.77999999999997,26.5975,42.33,3.24,0.5066190476190475
24,Cyber Security Audit & Assurance,personal,360,289.76,48.29333333333334,67.98,30,0.8048888888888889
24,Cyber Security Governance & Risk Management,personal,240,191.78,47.945,60,30,0.7990833333333334
24,Cyber Security Governance & Risk Management (Industrial Control Systems),personal,300,238.78,47.756,60,30,0.7959333333333334
24,Cyber Security Management,personal,870,698.78,33.275238095238095,75.67,3.24,0.8031954022988506
24,Cyber Threat Intelligence,personal,420,400.94,57.277142857142856,90,30,0.9546190476190476
24,Data Protection & Privacy,personal,330,277.58,55.516,90,30,0.8411515151515151
24,Digital Forensics,personal,480,360.57,45.07125,67.98,25.32,0.7511875
24,Digital Forensics (Industrial Control Systems),personal,570,407.57,45.285555555555554,67.98,25.32,0.7150350877192982
24,Identity & Access Management,personal,510,314.34000000000003,34.92666666666667,60,3.24,0.6163529411764707
24,Incident response,personal,330,315.66,45.09428571428572,75.67,29.99,0.9565454545454546
24,Incident response (Industrial Control Systems),personal,420,362.66,45.3325,75.67,29.99,0.8634761904761905
24,Network Monitoring & Intrusion Detection,personal,270,208,52,75.67,30,0.7703703703703704
24,Secure Operations,personal,420,314.7,39.3375,75.67,28.89,0.7492857142857142
24,Secure Operations (Industrial control systems),personal,480,361.7,40.18888888888889,75.67,28.89,0.7535416666666667
24,Secure System Architecture & Design,personal,540,201.37,25.17125,41.51,3.24,0.3729074074074074
24,Secure System Architecture & Design (Industrial Control Systems),personal,630,248.37,27.596666666666668,47,3.24,0.3942380952380952
24,Secure System Development,personal,540,201.37,25.17125,41.51,3.24,0.3729074074074074
24,Secure System Development (Industrial Control Systems),personal,630,248.37,27.596666666666668,47,3.24,0.3942380952380952
24,Security Testing,personal,510,296.85999999999996,42.40857142857143,85.27,12.43,0.5820784313725489
24,Vulnerability Management,personal,390,309.51,51.585,75.67,30,0.7936153846153846
25,Cryptography & Communications Security (Cryptographer),personal,450,154.74,19.3425,30,0,0.3438666666666667
25,Cryptography & Communications Security (Secure Communications Operator),personal,420,154.74,19.3425,30,0,0.36842857142857144
25,Cyber Security Audit & Assurance,personal,360,232.07,38.678333333333335,60,30,0.6446388888888889
25,Cyber Security Governance & Risk Management,personal,240,142.07,35.5175,44.72,30,0.5919583333333333
25,Cyber Security Governance & Risk Management (Industrial Control Systems),personal,300,171.97,34.394,44.72,29.9,0.5732333333333334
25,Cyber Security Management,personal,870,573.63,27.315714285714286,75.72,0,0.6593448275862069
25,Cyber Threat Intelligence,personal,420,357.69000000000005,51.098571428571425,90,6.72,0.8516428571428573
25,Data Protection & Privacy,personal,330,171.15,34.230000000000004,43.07,30,0.5186363636363637
25,Digital Forensics,personal,480,271.25,33.90625,60,0,0.5651041666666666
25,Digital Forensics (Industrial Control Systems),personal,570,301.15,33.46111111111111,60,0,0.5283333333333333
25,Identity & Access Management,personal,510,277.52000000000004,30.835555555555555,43.07,20.71,0.5441568627450981
25,Incident response,personal,330,279.72,39.96,75.72,6.72,0.8476363636363637
25,Incident response (Industrial Control Systems),personal,420,309.62,38.7025,75.72,6.72,0.7371904761904762
25,Network Monitoring & Intrusion Detection,personal,270,172.44,43.11,75.72,6.72,0.6386666666666666
25,Secure Operations,personal,420,223.88,27.985,75.72,0,0.533047619047619
25,Secure Operations (Industrial control systems),personal,480,253.78,28.197777777777777,75.72,0,0.5287083333333333
25,Secure System Architecture & Design,personal,540,152.25,19.03125,36.49,0,0.28194444444444444
25,Secure System Architecture & Design (Industrial Control Systems),personal,630,182.15,20.23888888888889,36.49,0,0.2891269841269841
25,Secure System Development,personal,540,152.25,19.03125,36.49,0,0.28194444444444444
25,Secure System Development (Industrial Control Systems),personal,630,182.15,20.23888888888889,36.49,0,0.2891269841269841
25,Security Testing,personal,510,245.09,35.01285714285714,90,6.72,0.4805686274509804
25,Vulnerability Management,personal,390,268.93,44.821666666666665,75.72,6.72,0.6895641025641026
26,Cryptography & Communications Security (Cryptographer),personal,450,148.15,18.518750000000004,58.45,3.15,0.32922222222222225
26,Cryptography & Communications Security (Secure Communications Operator),personal,420,148.15,18.518750000000004,58.45,3.15,0.35273809523809524
26,Cyber Security Audit & Assurance,personal,360,250.03,41.67166666666667,90,3.15,0.6945277777777777
26,Cyber Security Governance & Risk Management,personal,240,186.88,46.72,90,6.88,0.7786666666666666
26,Cyber Security Governance & Risk Management (Industrial Control Systems),personal,300,240.45999999999998,48.092,90,6.88,0.8015333333333333
26,Cyber Security Management,personal,870,515.6,24.55238095238095,90,0,0.5926436781609196
26,Cyber Threat Intelligence,personal,420,333.18000000000006,47.597142857142856,90,6.88,0.7932857142857145
26,Data Protection & Privacy,personal,330,123.53,24.706,60,3.15,0.37433333333333335
26,Digital Forensics,personal,480,197.94,24.7425,60,0,0.412375
26,Digital Forensics (Industrial Control Systems),personal,570,251.51999999999998,27.946666666666665,60,0,0.4412631578947368
26,Identity & Access Management,personal,510,169.87,18.874444444444443,60,0,0.33307843137254906
26,Incident response,personal,330,276.39,39.48428571428571,90,0,0.8375454545454545
26,Incident response (Industrial Control Systems),personal,420,329.96999999999997,41.24625,90,0,0.7856428571428571
26,Network Monitoring & Intrusion Detection,personal,270,204.36,51.09,90,24.36,0.7568888888888889
26,Secure Operations,personal,420,232.24,29.03,90,6.88,0.552952380952381
26,Secure Operations (Industrial control systems),personal,480,285.82,31.75777777777778,90,6.88,0.5954583333333333
26,Secure System Architecture & Design,personal,540,83.68,10.46,24.36,0,0.15496296296296297
26,Secure System Architecture & Design (Industrial Control Systems),personal,630,137.26,15.251111111111111,53.58,0,0.21787301587301586
26,Secure System Development,personal,540,83.68,10.46,24.36,0,0.15496296296296297
26,Secure System Development (Industrial Control Systems),personal,630,137.26,15.251111111111111,53.58,0,0.21787301587301586
26,Security Testing,personal,510,174.70999999999998,24.958571428571428,85.96,0,0.3425686274509804
26,Vulnerability Management,personal,390,264.36,44.06,90,0,0.6778461538461539
27,Cryptography & Communications Security (Cryptographer),personal,450,266.40999999999997,33.301249999999996,60.25,15.15,0.5920222222222221
27,Cryptography & Communications Security (Secure Communications Operator),personal,420,266.40999999999997,33.301249999999996,60.25,15.15,0.6343095238095238
27,Cyber Security Audit & Assurance,personal,360,234.45,39.074999999999996,52.19,27.07,0.65125
27,Cyber Security Governance & Risk Management,personal,240,165.39999999999998,41.349999999999994,52.19,30,0.6891666666666666
27,Cyber Security Governance & Risk Management (Industrial Control Systems),personal,300,223.09999999999997,44.62,57.7,30,0.7436666666666666
27,Cyber Security Management,personal,870,648.9100000000001,30.90047619047619,52.19,15.15,0.7458735632183909
27,Cyber Threat Intelligence,personal,420,279.17999999999995,39.88285714285714,52.19,30,0.6647142857142856
27,Data Protection & Privacy,personal,330,206.76999999999998,41.354,52.28,27.07,0.6265757575757576
27,Digital Forensics,personal,480,313.22,39.1525,60,15.15,0.6525416666666667
27,Digital Forensics (Industrial Control Systems),personal,570,370.92,41.21333333333333,60,15.15,0.6507368421052632
27,Identity & Access Management,personal,510,320.47,35.60777777777778,52.28,16.78,0.6283725490196079
