id,Specialism,max_threshold_value,alignment_sum,alignment_index,alignment_mean,max,min
7,Digital Forensics (Industrial Control Systems),570,225.59,0.3957719298245614,25.065555555555555,92.18,1.37
7,Identity & Access Management,510,248.57999999999998,0.4874117647058823,27.619999999999997,94.51,1.37
7,Incident response,330,169.66,0.5141212121212121,24.237142857142857,99.04,3.02
7,Incident response (Industrial Control Systems),420,230.84,0.5496190476190477,28.855,99.04,3.02
7,Network Monitoring & Intrusion Detection,270,160.88,0.5958518518518519,40.22,92.18,3.02
7,Secure Operations,420,275.01,0.6547857142857143,34.37625,92.18,3.02
7,Secure Operations (Industrial control systems),480,335.01,0.6979375,37.223333333333336,92.18,3.02
7,Secure System Architecture & Design,540,305.15,0.5650925925925926,38.14375,99.04,1.37
7,Secure System Architecture & Design (Industrial Control Systems),630,366.33,0.5814761904761905,40.70333333333333,99.04,1.37
7,Secure System Development,540,305.15,0.5650925925925926,38.14375,99.04,1.37
7,Secure System Development (Industrial Control Systems),630,366.33,0.5814761904761905,40.70333333333333,99.04,1.37
7,Security Testing,510,170.48000000000002,0.3342745098039216,24.354285714285716,92.18,1.37
7,Vulnerability Management,390,166.37,0.4265897435897436,27.72833333333333,92.18,1.37
8,Cryptography & Communications Security (Cryptographer),450,109.93,0.24428888888888892,13.74125,100,0
8,Cryptography & Communications Security (Secure Communications Operator),420,109.93,0.26173809523809527,13.74125,100,0
8,Cyber Security Audit & Assurance,360,298.78,0.8299444444444444,49.79666666666667,100,0
8,Cyber Security Governance & Risk Management,240,215.57,0.8982083333333333,53.8925,100,53.64
8,Cyber Security Governance & Risk Management (Industrial Control Systems),300,215.57,0.7185666666666667,43.114,100,0
8,Cyber Security Management,870,408.71,0.4697816091954023,19.462380952380947,100,0
8,Cyber Threat Intelligence,420,184.07,0.43826190476190474,26.295714285714286,89.57,0
8,Data Protection & Privacy,330,269.57,0.8168787878787879,53.914,100,0
8,Digital Forensics,480,211.33999999999997,0.44029166666666664,26.4175,89.57,0
8,Digital Forensics (Industrial Control Systems),570,211.33999999999997,0.37077192982456136,23.482222222222223,89.57,0
8,Identity & Access Management,510,201.12,0.3943529411764706,22.346666666666668,100,0
8,Incident response,330,124.07,0.37596969696969695,17.724285714285713,100,0
8,Incident response (Industrial Control Systems),420,124.07,0.2954047619047619,15.50875,100,0
8,Network Monitoring & Intrusion Detection,270,112.63,0.41714814814814816,28.1575,53.64,0
8,Secure Operations,420,142.63,0.33959523809523806,17.82875,100,0
8,Secure Operations (Industrial control systems),480,142.63,0.29714583333333333,15.847777777777779,100,0
8,Secure System Architecture & Design,540,69.5,0.1287037037037037,8.6875,48.56,0
8,Secure System Architecture & Design (Industrial Control Systems),630,69.5,0.11031746031746031,7.722222222222222,48.56,0
8,Secure System Development,540,69.5,0.1287037037037037,8.6875,48.56,0
8,Secure System Development (Industrial Control Systems),630,69.5,0.11031746031746031,7.722222222222222,48.56,0
8,Security Testing,510,157.12,0.30807843137254903,22.445714285714285,89.57,0
8,Vulnerability Management,390,162.38,0.41635897435897434,27.063333333333333,65.57,0
9,Cryptography & Communications Security (Cryptographer),450,198.64000000000001,0.44142222222222227,24.830000000000002,82.03,1.23
9,Cryptography & Communications Security (Secure Communications Operator),420,198.64000000000001,0.472952380952381,24.830000000000002,82.03,1.23
9,Cyber Security Audit & Assurance,360,325.71,0.9047499999999999,54.285,85.6,47.19
9,Cyber Security Governance & Risk Management,240,226.49,0.9437083333333334,56.6225,85.6,47.19
9,Cyber Security Governance & Risk Management (Industrial Control Systems),300,232.11,0.7737,46.422,85.6,5.62
9,Cyber Security Management,870,535.65,0.6156896551724138,25.507142857142856,85.6,1.23
9,Cyber Threat Intelligence,420,246.06,0.5858571428571429,35.15142857142857,85.6,1.65
9,Data Protection & Privacy,330,267.92,0.811878787878788,53.584,85.6,34.57
9,Digital Forensics,480,227.8,0.47458333333333336,28.474999999999998,82.03,1.23
9,Digital Forensics (Industrial Control Systems),570,233.42000000000002,0.4095087719298246,25.935555555555556,82.03,1.23
9,Identity & Access Management,510,301.22,0.5906274509803923,33.46888888888889,85.6,5.35
9,Incident response,330,192.37,0.582939393939394,27.48142857142857,58.02,1.65
9,Incident response (Industrial Control Systems),420,197.99,0.47140476190476194,24.74875,58.02,1.65
9,Network Monitoring & Intrusion Detection,270,146.6,0.542962962962963,36.65,58.02,19.2
9,Secure Operations,420,189.81,0.45192857142857146,23.72625,50.89,1.23
9,Secure Operations (Industrial control systems),480,195.43,0.4071458333333334,21.714444444444442,50.89,1.23
