"","id","permutation","test_max","reference_max","alignment_index","n_permutations"
"1","1","Cryptography & Communications Security (Cryptographer), Cryptography & Communications Security (Secure Communications Operator)",0,0,NA,2
"2","1","Cryptography & Communications Security (Cryptographer), Cyber Security Audit & Assurance",30,100,0.3,2
"3","1","Cryptography & Communications Security (Cryptographer), Cyber Security Governance & Risk Management",0,0,NA,2
"4","1","Cryptography & Communications Security (Cryptographer), Cyber Security Governance & Risk Management (Industrial Control Systems)",0,0,NA,2
"5","1","Cryptography & Communications Security (Cryptographer), Cyber Security Management",90,250.21,0.359697853802806,2
"6","1","Cryptography & Communications Security (Cryptographer), Cyber Threat Intelligence",210,250.21,0.839294992206546,2
"7","1","Cryptography & Communications Security (Cryptographer), Data Protection & Privacy",0,0,NA,2
"8","1","Cryptography & Communications Security (Cryptographer), Digital Forensics",110.21,150.21,0.73370614473071,2
"9","1","Cryptography & Communications Security (Cryptographer), Digital Forensics (Industrial Control Systems)",110.21,150.21,0.73370614473071,2
"10","1","Cryptography & Communications Security (Cryptographer), Identity & Access Management",30,100,0.3,2
"11","1","Cryptography & Communications Security (Cryptographer), Incident response",150,250.21,0.599496423004676,2
"12","1","Cryptography & Communications Security (Cryptographer), Incident response (Industrial Control Systems)",150,250.21,0.599496423004676,2
"13","1","Cryptography & Communications Security (Cryptographer), Network Monitoring & Intrusion Detection",90,200,0.45,2
"14","1","Cryptography & Communications Security (Cryptographer), Secure Operations",60,150.21,0.399440782903934,2
"15","1","Cryptography & Communications Security (Cryptographer), Secure Operations (Industrial control systems)",60,150.21,0.399440782903934,2
"16","1","Cryptography & Communications Security (Cryptographer), Secure System Architecture & Design",0,0,NA,2
"17","1","Cryptography & Communications Security (Cryptographer), Secure System Architecture & Design (Industrial Control Systems)",0,0,NA,2
"18","1","Cryptography & Communications Security (Cryptographer), Secure System Development",0,0,NA,2
"19","1","Cryptography & Communications Security (Cryptographer), Secure System Development (Industrial Control Systems)",0,0,NA,2
"20","1","Cryptography & Communications Security (Cryptographer), Security Testing",120,200,0.6,2
"21","1","Cryptography & Communications Security (Cryptographer), Vulnerability Management",120,200,0.6,2
"22","1","Cryptography & Communications Security (Secure Communications Operator), Cyber Security Audit & Assurance",30,100,0.3,2
"23","1","Cryptography & Communications Security (Secure Communications Operator), Cyber Security Governance & Risk Management",0,0,NA,2
"24","1","Cryptography & Communications Security (Secure Communications Operator), Cyber Security Governance & Risk Management (Industrial Control Systems)",0,0,NA,2
"25","1","Cryptography & Communications Security (Secure Communications Operator), Cyber Security Management",90,250.21,0.359697853802806,2
"26","1","Cryptography & Communications Security (Secure Communications Operator), Cyber Threat Intelligence",210,250.21,0.839294992206546,2
"27","1","Cryptography & Communications Security (Secure Communications Operator), Data Protection & Privacy",0,0,NA,2
"28","1","Cryptography & Communications Security (Secure Communications Operator), Digital Forensics",110.21,150.21,0.73370614473071,2
"29","1","Cryptography & Communications Security (Secure Communications Operator), Digital Forensics (Industrial Control Systems)",110.21,150.21,0.73370614473071,2
"30","1","Cryptography & Communications Security (Secure Communications Operator), Identity & Access Management",30,100,0.3,2
"31","1","Cryptography & Communications Security (Secure Communications Operator), Incident response",150,250.21,0.599496423004676,2
"32","1","Cryptography & Communications Security (Secure Communications Operator), Incident response (Industrial Control Systems)",150,250.21,0.599496423004676,2
"33","1","Cryptography & Communications Security (Secure Communications Operator), Network Monitoring & Intrusion Detection",90,200,0.45,2
"34","1","Cryptography & Communications Security (Secure Communications Operator), Secure Operations",60,150.21,0.399440782903934,2
"35","1","Cryptography & Communications Security (Secure Communications Operator), Secure Operations (Industrial control systems)",60,150.21,0.399440782903934,2
"36","1","Cryptography & Communications Security (Secure Communications Operator), Secure System Architecture & Design",0,0,NA,2
"37","1","Cryptography & Communications Security (Secure Communications Operator), Secure System Architecture & Design (Industrial Control Systems)",0,0,NA,2
"38","1","Cryptography & Communications Security (Secure Communications Operator), Secure System Development",0,0,NA,2
"39","1","Cryptography & Communications Security (Secure Communications Operator), Secure System Development (Industrial Control Systems)",0,0,NA,2
"40","1","Cryptography & Communications Security (Secure Communications Operator), Security Testing",120,200,0.6,2
"41","1","Cryptography & Communications Security (Secure Communications Operator), Vulnerability Management",120,200,0.6,2
"42","1","Cyber Security Audit & Assurance, Cyber Security Governance & Risk Management",30,100,0.3,2
"43","1","Cyber Security Audit & Assurance, Cyber Security Governance & Risk Management (Industrial Control Systems)",30,100,0.3,2
"44","1","Cyber Security Audit & Assurance, Cyber Security Management",90,250.21,0.359697853802806,2
"45","1","Cyber Security Audit & Assurance, Cyber Threat Intelligence",210,250.21,0.839294992206546,2
"46","1","Cyber Security Audit & Assurance, Data Protection & Privacy",30,100,0.3,2
"47","1","Cyber Security Audit & Assurance, Digital Forensics",110.21,150.21,0.73370614473071,2
"48","1","Cyber Security Audit & Assurance, Digital Forensics (Industrial Control Systems)",110.21,150.21,0.73370614473071,2
"49","1","Cyber Security Audit & Assurance, Identity & Access Management",30,100,0.3,2
"50","1","Cyber Security Audit & Assurance, Incident response",150,250.21,0.599496423004676,2
"51","1","Cyber Security Audit & Assurance, Incident response (Industrial Control Systems)",150,250.21,0.599496423004676,2
"52","1","Cyber Security Audit & Assurance, Network Monitoring & Intrusion Detection",90,200,0.45,2
"53","1","Cyber Security Audit & Assurance, Secure Operations",60,150.21,0.399440782903934,2
"54","1","Cyber Security Audit & Assurance, Secure Operations (Industrial control systems)",60,150.21,0.399440782903934,2
"55","1","Cyber Security Audit & Assurance, Secure System Architecture & Design",30,100,0.3,2
"56","1","Cyber Security Audit & Assurance, Secure System Architecture & Design (Industrial Control Systems)",30,100,0.3,2
"57","1","Cyber Security Audit & Assurance, Secure System Development",30,100,0.3,2
"58","1","Cyber Security Audit & Assurance, Secure System Development (Industrial Control Systems)",30,100,0.3,2
"59","1","Cyber Security Audit & Assurance, Security Testing",120,200,0.6,2
"60","1","Cyber Security Audit & Assurance, Vulnerability Management",120,200,0.6,2
"61","1","Cyber Security Governance & Risk Management, Cyber Security Governance & Risk Management (Industrial Control Systems)",0,0,NA,2
"62","1","Cyber Security Governance & Risk Management, Cyber Security Management",90,250.21,0.359697853802806,2
"63","1","Cyber Security Governance & Risk Management, Cyber Threat Intelligence",210,250.21,0.839294992206546,2
"64","1","Cyber Security Governance & Risk Management, Data Protection & Privacy",0,0,NA,2
"65","1","Cyber Security Governance & Risk Management, Digital Forensics",110.21,150.21,0.73370614473071,2
"66","1","Cyber Security Governance & Risk Management, Digital Forensics (Industrial Control Systems)",110.21,150.21,0.73370614473071,2
"67","1","Cyber Security Governance & Risk Management, Identity & Access Management",30,100,0.3,2
"68","1","Cyber Security Governance & Risk Management, Incident response",150,250.21,0.599496423004676,2
"69","1","Cyber Security Governance & Risk Management, Incident response (Industrial Control Systems)",150,250.21,0.599496423004676,2
"70","1","Cyber Security Governance & Risk Management, Network Monitoring & Intrusion Detection",90,200,0.45,2
"71","1","Cyber Security Governance & Risk Management, Secure Operations",60,150.21,0.399440782903934,2
"72","1","Cyber Security Governance & Risk Management, Secure Operations (Industrial control systems)",60,150.21,0.399440782903934,2
"73","1","Cyber Security Governance & Risk Management, Secure System Architecture & Design",0,0,NA,2
"74","1","Cyber Security Governance & Risk Management, Secure System Architecture & Design (Industrial Control Systems)",0,0,NA,2
"75","1","Cyber Security Governance & Risk Management, Secure System Development",0,0,NA,2
"76","1","Cyber Security Governance & Risk Management, Secure System Development (Industrial Control Systems)",0,0,NA,2
"77","1","Cyber Security Governance & Risk Management, Security Testing",120,200,0.6,2
"78","1","Cyber Security Governance & Risk Management, Vulnerability Management",120,200,0.6,2
"79","1","Cyber Security Governance & Risk Management (Industrial Control Systems), Cyber Security Management",90,250.21,0.359697853802806,2
"80","1","Cyber Security Governance & Risk Management (Industrial Control Systems), Cyber Threat Intelligence",210,250.21,0.839294992206546,2
"81","1","Cyber Security Governance & Risk Management (Industrial Control Systems), Data Protection & Privacy",0,0,NA,2
"82","1","Cyber Security Governance & Risk Management (Industrial Control Systems), Digital Forensics",110.21,150.21,0.73370614473071,2
"83","1","Cyber Security Governance & Risk Management (Industrial Control Systems), Digital Forensics (Industrial Control Systems)",110.21,150.21,0.73370614473071,2
"84","1","Cyber Security Governance & Risk Management (Industrial Control Systems), Identity & Access Management",30,100,0.3,2
"85","1","Cyber Security Governance & Risk Management (Industrial Control Systems), Incident response",150,250.21,0.599496423004676,2
"86","1","Cyber Security Governance & Risk Management (Industrial Control Systems), Incident response (Industrial Control Systems)",150,250.21,0.599496423004676,2
"87","1","Cyber Security Governance & Risk Management (Industrial Control Systems), Network Monitoring & Intrusion Detection",90,200,0.45,2
"88","1","Cyber Security Governance & Risk Management (Industrial Control Systems), Secure Operations",60,150.21,0.399440782903934,2
"89","1","Cyber Security Governance & Risk Management (Industrial Control Systems), Secure Operations (Industrial control systems)",60,150.21,0.399440782903934,2
"90","1","Cyber Security Governance & Risk Management (Industrial Control Systems), Secure System Architecture & Design",0,0,NA,2
"91","1","Cyber Security Governance & Risk Management (Industrial Control Systems), Secure System Architecture & Design (Industrial Control Systems)",0,0,NA,2
"92","1","Cyber Security Governance & Risk Management (Industrial Control Systems), Secure System Development",0,0,NA,2
"93","1","Cyber Security Governance & Risk Management (Industrial Control Systems), Secure System Development (Industrial Control Systems)",0,0,NA,2
"94","1","Cyber Security Governance & Risk Management (Industrial Control Systems), Security Testing",120,200,0.6,2
"95","1","Cyber Security Governance & Risk Management (Industrial Control Systems), Vulnerability Management",120,200,0.6,2
"96","1","Cyber Security Management, Cyber Threat Intelligence",210,250.21,0.839294992206546,2
"97","1","Cyber Security Management, Data Protection & Privacy",90,250.21,0.359697853802806,2
"98","1","Cyber Security Management, Digital Forensics",110.21,250.21,0.440470005195636,2
"99","1","Cyber Security Management, Digital Forensics (Industrial Control Systems)",110.21,250.21,0.440470005195636,2
"100","1","Cyber Security Management, Identity & Access Management",90,250.21,0.359697853802806,2
"101","1","Cyber Security Management, Incident response",150,250.21,0.599496423004676,2
"102","1","Cyber Security Management, Incident response (Industrial Control Systems)",150,250.21,0.599496423004676,2
"103","1","Cyber Security Management, Network Monitoring & Intrusion Detection",90,250.21,0.359697853802806,2
"104","1","Cyber Security Management, Secure Operations",90,250.21,0.359697853802806,2
"105","1","Cyber Security Management, Secure Operations (Industrial control systems)",90,250.21,0.359697853802806,2
"106","1","Cyber Security Management, Secure System Architecture & Design",90,250.21,0.359697853802806,2
"107","1","Cyber Security Management, Secure System Architecture & Design (Industrial Control Systems)",90,250.21,0.359697853802806,2
"108","1","Cyber Security Management, Secure System Development",90,250.21,0.359697853802806,2
"109","1","Cyber Security Management, Secure System Development (Industrial Control Systems)",90,250.21,0.359697853802806,2
"110","1","Cyber Security Management, Security Testing",120,250.21,0.479597138403741,2
"111","1","Cyber Security Management, Vulnerability Management",120,250.21,0.479597138403741,2
"112","1","Cyber Threat Intelligence, Data Protection & Privacy",210,250.21,0.839294992206546,2
"113","1","Cyber Threat Intelligence, Digital Forensics",210,250.21,0.839294992206546,2
"114","1","Cyber Threat Intelligence, Digital Forensics (Industrial Control Systems)",210,250.21,0.839294992206546,2
"115","1","Cyber Threat Intelligence, Identity & Access Management",210,250.21,0.839294992206546,2
"116","1","Cyber Threat Intelligence, Incident response",210,250.21,0.839294992206546,2
"117","1","Cyber Threat Intelligence, Incident response (Industrial Control Systems)",210,250.21,0.839294992206546,2
"118","1","Cyber Threat Intelligence, Network Monitoring & Intrusion Detection",210,250.21,0.839294992206546,2
"119","1","Cyber Threat Intelligence, Secure Operations",210,250.21,0.839294992206546,2
"120","1","Cyber Threat Intelligence, Secure Operations (Industrial control systems)",210,250.21,0.839294992206546,2
"121","1","Cyber Threat Intelligence, Secure System Architecture & Design",210,250.21,0.839294992206546,2
"122","1","Cyber Threat Intelligence, Secure System Architecture & Design (Industrial Control Systems)",210,250.21,0.839294992206546,2
"123","1","Cyber Threat Intelligence, Secure System Development",210,250.21,0.839294992206546,2
"124","1","Cyber Threat Intelligence, Secure System Development (Industrial Control Systems)",210,250.21,0.839294992206546,2
"125","1","Cyber Threat Intelligence, Security Testing",210,250.21,0.839294992206546,2
"126","1","Cyber Threat Intelligence, Vulnerability Management",210,250.21,0.839294992206546,2
"127","1","Data Protection & Privacy, Digital Forensics",110.21,150.21,0.73370614473071,2
"128","1","Data Protection & Privacy, Digital Forensics (Industrial Control Systems)",110.21,150.21,0.73370614473071,2
"129","1","Data Protection & Privacy, Identity & Access Management",30,100,0.3,2
"130","1","Data Protection & Privacy, Incident response",150,250.21,0.599496423004676,2
"131","1","Data Protection & Privacy, Incident response (Industrial Control Systems)",150,250.21,0.599496423004676,2
"132","1","Data Protection & Privacy, Network Monitoring & Intrusion Detection",90,200,0.45,2
"133","1","Data Protection & Privacy, Secure Operations",60,150.21,0.399440782903934,2
"134","1","Data Protection & Privacy, Secure Operations (Industrial control systems)",60,150.21,0.399440782903934,2
"135","1","Data Protection & Privacy, Secure System Architecture & Design",0,0,NA,2
"136","1","Data Protection & Privacy, Secure System Architecture & Design (Industrial Control Systems)",0,0,NA,2
"137","1","Data Protection & Privacy, Secure System Development",0,0,NA,2
"138","1","Data Protection & Privacy, Secure System Development (Industrial Control Systems)",0,0,NA,2
"139","1","Data Protection & Privacy, Security Testing",120,200,0.6,2
"140","1","Data Protection & Privacy, Vulnerability Management",120,200,0.6,2
"141","1","Digital Forensics, Digital Forensics (Industrial Control Systems)",110.21,150.21,0.73370614473071,2
"142","1","Digital Forensics, Identity & Access Management",110.21,150.21,0.73370614473071,2
"143","1","Digital Forensics, Incident response",150,250.21,0.599496423004676,2
"144","1","Digital Forensics, Incident response (Industrial Control Systems)",150,250.21,0.599496423004676,2
"145","1","Digital Forensics, Network Monitoring & Intrusion Detection",110.21,200,0.55105,2
"146","1","Digital Forensics, Secure Operations",110.21,150.21,0.73370614473071,2
"147","1","Digital Forensics, Secure Operations (Industrial control systems)",110.21,150.21,0.73370614473071,2
"148","1","Digital Forensics, Secure System Architecture & Design",110.21,150.21,0.73370614473071,2
"149","1","Digital Forensics, Secure System Architecture & Design (Industrial Control Systems)",110.21,150.21,0.73370614473071,2
"150","1","Digital Forensics, Secure System Development",110.21,150.21,0.73370614473071,2
"151","1","Digital Forensics, Secure System Development (Industrial Control Systems)",110.21,150.21,0.73370614473071,2
"152","1","Digital Forensics, Security Testing",120,200,0.6,2
"153","1","Digital Forensics, Vulnerability Management",120,200,0.6,2
"154","1","Digital Forensics (Industrial Control Systems), Identity & Access Management",110.21,150.21,0.73370614473071,2
"155","1","Digital Forensics (Industrial Control Systems), Incident response",150,250.21,0.599496423004676,2
"156","1","Digital Forensics (Industrial Control Systems), Incident response (Industrial Control Systems)",150,250.21,0.599496423004676,2
"157","1","Digital Forensics (Industrial Control Systems), Network Monitoring & Intrusion Detection",110.21,200,0.55105,2
"158","1","Digital Forensics (Industrial Control Systems), Secure Operations",110.21,150.21,0.73370614473071,2
"159","1","Digital Forensics (Industrial Control Systems), Secure Operations (Industrial control systems)",110.21,150.21,0.73370614473071,2
"160","1","Digital Forensics (Industrial Control Systems), Secure System Architecture & Design",110.21,150.21,0.73370614473071,2
"161","1","Digital Forensics (Industrial Control Systems), Secure System Architecture & Design (Industrial Control Systems)",110.21,150.21,0.73370614473071,2
"162","1","Digital Forensics (Industrial Control Systems), Secure System Development",110.21,150.21,0.73370614473071,2
"163","1","Digital Forensics (Industrial Control Systems), Secure System Development (Industrial Control Systems)",110.21,150.21,0.73370614473071,2
"164","1","Digital Forensics (Industrial Control Systems), Security Testing",120,200,0.6,2
"165","1","Digital Forensics (Industrial Control Systems), Vulnerability Management",120,200,0.6,2
"166","1","Identity & Access Management, Incident response",150,250.21,0.599496423004676,2
"167","1","Identity & Access Management, Incident response (Industrial Control Systems)",150,250.21,0.599496423004676,2
"168","1","Identity & Access Management, Network Monitoring & Intrusion Detection",90,200,0.45,2
"169","1","Identity & Access Management, Secure Operations",60,150.21,0.399440782903934,2
"170","1","Identity & Access Management, Secure Operations (Industrial control systems)",60,150.21,0.399440782903934,2
"171","1","Identity & Access Management, Secure System Architecture & Design",30,100,0.3,2
"172","1","Identity & Access Management, Secure System Architecture & Design (Industrial Control Systems)",30,100,0.3,2
"173","1","Identity & Access Management, Secure System Development",30,100,0.3,2
"174","1","Identity & Access Management, Secure System Development (Industrial Control Systems)",30,100,0.3,2
"175","1","Identity & Access Management, Security Testing",120,200,0.6,2
"176","1","Identity & Access Management, Vulnerability Management",120,200,0.6,2
"177","1","Incident response, Incident response (Industrial Control Systems)",150,250.21,0.599496423004676,2
"178","1","Incident response, Network Monitoring & Intrusion Detection",150,250.21,0.599496423004676,2
"179","1","Incident response, Secure Operations",150,250.21,0.599496423004676,2
"180","1","Incident response, Secure Operations (Industrial control systems)",150,250.21,0.599496423004676,2
"181","1","Incident response, Secure System Architecture & Design",150,250.21,0.599496423004676,2
"182","1","Incident response, Secure System Architecture & Design (Industrial Control Systems)",150,250.21,0.599496423004676,2
"183","1","Incident response, Secure System Development",150,250.21,0.599496423004676,2
"184","1","Incident response, Secure System Development (Industrial Control Systems)",150,250.21,0.599496423004676,2
"185","1","Incident response, Security Testing",150,250.21,0.599496423004676,2
"186","1","Incident response, Vulnerability Management",150,250.21,0.599496423004676,2
"187","1","Incident response (Industrial Control Systems), Network Monitoring & Intrusion Detection",150,250.21,0.599496423004676,2
"188","1","Incident response (Industrial Control Systems), Secure Operations",150,250.21,0.599496423004676,2
"189","1","Incident response (Industrial Control Systems), Secure Operations (Industrial control systems)",150,250.21,0.599496423004676,2
"190","1","Incident response (Industrial Control Systems), Secure System Architecture & Design",150,250.21,0.599496423004676,2
"191","1","Incident response (Industrial Control Systems), Secure System Architecture & Design (Industrial Control Systems)",150,250.21,0.599496423004676,2
"192","1","Incident response (Industrial Control Systems), Secure System Development",150,250.21,0.599496423004676,2
"193","1","Incident response (Industrial Control Systems), Secure System Development (Industrial Control Systems)",150,250.21,0.599496423004676,2
"194","1","Incident response (Industrial Control Systems), Security Testing",150,250.21,0.599496423004676,2
"195","1","Incident response (Industrial Control Systems), Vulnerability Management",150,250.21,0.599496423004676,2
"196","1","Network Monitoring & Intrusion Detection, Secure Operations",90,200,0.45,2
"197","1","Network Monitoring & Intrusion Detection, Secure Operations (Industrial control systems)",90,200,0.45,2
"198","1","Network Monitoring & Intrusion Detection, Secure System Architecture & Design",90,200,0.45,2
"199","1","Network Monitoring & Intrusion Detection, Secure System Architecture & Design (Industrial Control Systems)",90,200,0.45,2
"200","1","Network Monitoring & Intrusion Detection, Secure System Development",90,200,0.45,2
"201","1","Network Monitoring & Intrusion Detection, Secure System Development (Industrial Control Systems)",90,200,0.45,2
"202","1","Network Monitoring & Intrusion Detection, Security Testing",120,200,0.6,2
"203","1","Network Monitoring & Intrusion Detection, Vulnerability Management",120,200,0.6,2
"204","1","Secure Operations, Secure Operations (Industrial control systems)",60,150.21,0.399440782903934,2
"205","1","Secure Operations, Secure System Architecture & Design",60,150.21,0.399440782903934,2
"206","1","Secure Operations, Secure System Architecture & Design (Industrial Control Systems)",60,150.21,0.399440782903934,2
"207","1","Secure Operations, Secure System Development",60,150.21,0.399440782903934,2
"208","1","Secure Operations, Secure System Development (Industrial Control Systems)",60,150.21,0.399440782903934,2
"209","1","Secure Operations, Security Testing",120,200,0.6,2
"210","1","Secure Operations, Vulnerability Management",120,200,0.6,2
"211","1","Secure Operations (Industrial control systems), Secure System Architecture & Design",60,150.21,0.399440782903934,2
"212","1","Secure Operations (Industrial control systems), Secure System Architecture & Design (Industrial Control Systems)",60,150.21,0.399440782903934,2
"213","1","Secure Operations (Industrial control systems), Secure System Development",60,150.21,0.399440782903934,2
"214","1","Secure Operations (Industrial control systems), Secure System Development (Industrial Control Systems)",60,150.21,0.399440782903934,2
"215","1","Secure Operations (Industrial control systems), Security Testing",120,200,0.6,2
"216","1","Secure Operations (Industrial control systems), Vulnerability Management",120,200,0.6,2
"217","1","Secure System Architecture & Design, Secure System Architecture & Design (Industrial Control Systems)",0,0,NA,2
"218","1","Secure System Architecture & Design, Secure System Development",0,0,NA,2
"219","1","Secure System Architecture & Design, Secure System Development (Industrial Control Systems)",0,0,NA,2
"220","1","Secure System Architecture & Design, Security Testing",120,200,0.6,2
"221","1","Secure System Architecture & Design, Vulnerability Management",120,200,0.6,2
"222","1","Secure System Architecture & Design (Industrial Control Systems), Secure System Development",0,0,NA,2
"223","1","Secure System Architecture & Design (Industrial Control Systems), Secure System Development (Industrial Control Systems)",0,0,NA,2
"224","1","Secure System Architecture & Design (Industrial Control Systems), Security Testing",120,200,0.6,2
"225","1","Secure System Architecture & Design (Industrial Control Systems), Vulnerability Management",120,200,0.6,2
"226","1","Secure System Development, Secure System Development (Industrial Control Systems)",0,0,NA,2
"227","1","Secure System Development, Security Testing",120,200,0.6,2
"228","1","Secure System Development, Vulnerability Management",120,200,0.6,2
"229","1","Secure System Development (Industrial Control Systems), Security Testing",120,200,0.6,2
"230","1","Secure System Development (Industrial Control Systems), Vulnerability Management",120,200,0.6,2
"231","1","Security Testing, Vulnerability Management",120,200,0.6,2
"232","2","Cryptography & Communications Security (Cryptographer), Cryptography & Communications Security (Secure Communications Operator)",0,0,NA,2
"233","2","Cryptography & Communications Security (Cryptographer), Cyber Security Audit & Assurance",30,100,0.3,2
"234","2","Cryptography & Communications Security (Cryptographer), Cyber Security Governance & Risk Management",0,0,NA,2
"235","2","Cryptography & Communications Security (Cryptographer), Cyber Security Governance & Risk Management (Industrial Control Systems)",0,0,NA,2
"236","2","Cryptography & Communications Security (Cryptographer), Cyber Security Management",90,250.21,0.359697853802806,2
"237","2","Cryptography & Communications Security (Cryptographer), Cyber Threat Intelligence",210,250.21,0.839294992206546,2
"238","2","Cryptography & Communications Security (Cryptographer), Data Protection & Privacy",0,0,NA,2
"239","2","Cryptography & Communications Security (Cryptographer), Digital Forensics",110.21,150.21,0.73370614473071,2
"240","2","Cryptography & Communications Security (Cryptographer), Digital Forensics (Industrial Control Systems)",110.21,150.21,0.73370614473071,2
"241","2","Cryptography & Communications Security (Cryptographer), Identity & Access Management",30,100,0.3,2
"242","2","Cryptography & Communications Security (Cryptographer), Incident response",150,250.21,0.599496423004676,2
"243","2","Cryptography & Communications Security (Cryptographer), Incident response (Industrial Control Systems)",150,250.21,0.599496423004676,2
"244","2","Cryptography & Communications Security (Cryptographer), Network Monitoring & Intrusion Detection",90,200,0.45,2
"245","2","Cryptography & Communications Security (Cryptographer), Secure Operations",60,150.21,0.399440782903934,2
"246","2","Cryptography & Communications Security (Cryptographer), Secure Operations (Industrial control systems)",60,150.21,0.399440782903934,2
"247","2","Cryptography & Communications Security (Cryptographer), Secure System Architecture & Design",0,0,NA,2
"248","2","Cryptography & Communications Security (Cryptographer), Secure System Architecture & Design (Industrial Control Systems)",0,0,NA,2
"249","2","Cryptography & Communications Security (Cryptographer), Secure System Development",0,0,NA,2
"250","2","Cryptography & Communications Security (Cryptographer), Secure System Development (Industrial Control Systems)",0,0,NA,2
"251","2","Cryptography & Communications Security (Cryptographer), Security Testing",120,200,0.6,2
"252","2","Cryptography & Communications Security (Cryptographer), Vulnerability Management",120,200,0.6,2
"253","2","Cryptography & Communications Security (Secure Communications Operator), Cyber Security Audit & Assurance",30,100,0.3,2
"254","2","Cryptography & Communications Security (Secure Communications Operator), Cyber Security Governance & Risk Management",0,0,NA,2
"255","2","Cryptography & Communications Security (Secure Communications Operator), Cyber Security Governance & Risk Management (Industrial Control Systems)",0,0,NA,2
"256","2","Cryptography & Communications Security (Secure Communications Operator), Cyber Security Management",90,250.21,0.359697853802806,2
"257","2","Cryptography & Communications Security (Secure Communications Operator), Cyber Threat Intelligence",210,250.21,0.839294992206546,2
"258","2","Cryptography & Communications Security (Secure Communications Operator), Data Protection & Privacy",0,0,NA,2
"259","2","Cryptography & Communications Security (Secure Communications Operator), Digital Forensics",110.21,150.21,0.73370614473071,2
"260","2","Cryptography & Communications Security (Secure Communications Operator), Digital Forensics (Industrial Control Systems)",110.21,150.21,0.73370614473071,2
"261","2","Cryptography & Communications Security (Secure Communications Operator), Identity & Access Management",30,100,0.3,2
"262","2","Cryptography & Communications Security (Secure Communications Operator), Incident response",150,250.21,0.599496423004676,2
"263","2","Cryptography & Communications Security (Secure Communications Operator), Incident response (Industrial Control Systems)",150,250.21,0.599496423004676,2
"264","2","Cryptography & Communications Security (Secure Communications Operator), Network Monitoring & Intrusion Detection",90,200,0.45,2
"265","2","Cryptography & Communications Security (Secure Communications Operator), Secure Operations",60,150.21,0.399440782903934,2
"266","2","Cryptography & Communications Security (Secure Communications Operator), Secure Operations (Industrial control systems)",60,150.21,0.399440782903934,2
"267","2","Cryptography & Communications Security (Secure Communications Operator), Secure System Architecture & Design",0,0,NA,2
"268","2","Cryptography & Communications Security (Secure Communications Operator), Secure System Architecture & Design (Industrial Control Systems)",0,0,NA,2
"269","2","Cryptography & Communications Security (Secure Communications Operator), Secure System Development",0,0,NA,2
"270","2","Cryptography & Communications Security (Secure Communications Operator), Secure System Development (Industrial Control Systems)",0,0,NA,2
"271","2","Cryptography & Communications Security (Secure Communications Operator), Security Testing",120,200,0.6,2
"272","2","Cryptography & Communications Security (Secure Communications Operator), Vulnerability Management",120,200,0.6,2
"273","2","Cyber Security Audit & Assurance, Cyber Security Governance & Risk Management",30,100,0.3,2
"274","2","Cyber Security Audit & Assurance, Cyber Security Governance & Risk Management (Industrial Control Systems)",30,100,0.3,2
"275","2","Cyber Security Audit & Assurance, Cyber Security Management",90,250.21,0.359697853802806,2
"276","2","Cyber Security Audit & Assurance, Cyber Threat Intelligence",210,250.21,0.839294992206546,2
"277","2","Cyber Security Audit & Assurance, Data Protection & Privacy",30,100,0.3,2
"278","2","Cyber Security Audit & Assurance, Digital Forensics",110.21,150.21,0.73370614473071,2
"279","2","Cyber Security Audit & Assurance, Digital Forensics (Industrial Control Systems)",110.21,150.21,0.73370614473071,2
"280","2","Cyber Security Audit & Assurance, Identity & Access Management",30,100,0.3,2
"281","2","Cyber Security Audit & Assurance, Incident response",150,250.21,0.599496423004676,2
"282","2","Cyber Security Audit & Assurance, Incident response (Industrial Control Systems)",150,250.21,0.599496423004676,2
"283","2","Cyber Security Audit & Assurance, Network Monitoring & Intrusion Detection",90,200,0.45,2
"284","2","Cyber Security Audit & Assurance, Secure Operations",60,150.21,0.399440782903934,2
"285","2","Cyber Security Audit & Assurance, Secure Operations (Industrial control systems)",60,150.21,0.399440782903934,2
"286","2","Cyber Security Audit & Assurance, Secure System Architecture & Design",30,100,0.3,2
"287","2","Cyber Security Audit & Assurance, Secure System Architecture & Design (Industrial Control Systems)",30,100,0.3,2
"288","2","Cyber Security Audit & Assurance, Secure System Development",30,100,0.3,2
"289","2","Cyber Security Audit & Assurance, Secure System Development (Industrial Control Systems)",30,100,0.3,2
"290","2","Cyber Security Audit & Assurance, Security Testing",120,200,0.6,2
"291","2","Cyber Security Audit & Assurance, Vulnerability Management",120,200,0.6,2
"292","2","Cyber Security Governance & Risk Management, Cyber Security Governance & Risk Management (Industrial Control Systems)",0,0,NA,2
"293","2","Cyber Security Governance & Risk Management, Cyber Security Management",90,250.21,0.359697853802806,2
"294","2","Cyber Security Governance & Risk Management, Cyber Threat Intelligence",210,250.21,0.839294992206546,2
"295","2","Cyber Security Governance & Risk Management, Data Protection & Privacy",0,0,NA,2
"296","2","Cyber Security Governance & Risk Management, Digital Forensics",110.21,150.21,0.73370614473071,2
"297","2","Cyber Security Governance & Risk Management, Digital Forensics (Industrial Control Systems)",110.21,150.21,0.73370614473071,2
"298","2","Cyber Security Governance & Risk Management, Identity & Access Management",30,100,0.3,2
"299","2","Cyber Security Governance & Risk Management, Incident response",150,250.21,0.599496423004676,2
