id,Specialism,reference_sum,test_sum,alignment_index,alignment_type
45,Cyber Security Governance & Risk Management (Industrial Control Systems),300,194.12,0.6470666666666667,personal
45,Cyber Security Management,870,410.56999999999994,0.47191954022988497,personal
45,Cyber Threat Intelligence,420,263.15,0.626547619047619,personal
45,Data Protection & Privacy,330,183.55,0.5562121212121213,personal
45,Digital Forensics,480,158.85,0.3309375,personal
45,Digital Forensics (Industrial Control Systems),570,158.85,0.27868421052631576,personal
45,Identity & Access Management,510,228.09,0.44723529411764706,personal
45,Incident response,330,213.14,0.6458787878787878,personal
45,Incident response (Industrial Control Systems),420,213.14,0.5074761904761904,personal
45,Network Monitoring & Intrusion Detection,270,153.45,0.5683333333333332,personal
45,Secure Operations,420,164.92,0.39266666666666666,personal
45,Secure Operations (Industrial control systems),480,164.92,0.3435833333333333,personal
45,Secure System Architecture & Design,540,51.11999999999999,0.09466666666666665,personal
45,Secure System Architecture & Design (Industrial Control Systems),630,51.11999999999999,0.08114285714285713,personal
45,Secure System Development,540,51.11999999999999,0.09466666666666665,personal
45,Secure System Development (Industrial Control Systems),630,51.11999999999999,0.08114285714285713,personal
45,Security Testing,510,151.67,0.29739215686274506,personal
45,Vulnerability Management,390,216.32999999999998,0.5546923076923077,personal
46,Cryptography & Communications Security (Cryptographer),450,248.53000000000003,0.5522888888888889,personal
46,Cryptography & Communications Security (Secure Communications Operator),420,248.53000000000003,0.5917380952380953,personal
46,Cyber Security Audit & Assurance,360,353.95,0.9831944444444444,personal
46,Cyber Security Governance & Risk Management,240,240,1,personal
46,Cyber Security Governance & Risk Management (Industrial Control Systems),300,253.96,0.8465333333333334,personal
46,Cyber Security Management,870,739.6700000000001,0.8501954022988507,personal
46,Cyber Threat Intelligence,420,367.08,0.874,personal
46,Data Protection & Privacy,330,291.69,0.8839090909090909,personal
46,Digital Forensics,480,372.21999999999997,0.7754583333333332,personal
46,Digital Forensics (Industrial Control Systems),570,386.17999999999995,0.6775087719298245,personal
46,Identity & Access Management,510,320.19,0.6278235294117647,personal
46,Incident response,330,301.91999999999996,0.9149090909090908,personal
46,Incident response (Industrial Control Systems),420,315.87999999999994,0.7520952380952379,personal
46,Network Monitoring & Intrusion Detection,270,250.48000000000002,0.9277037037037038,personal
46,Secure Operations,420,318.03,0.7572142857142856,personal
46,Secure Operations (Industrial control systems),480,331.98999999999995,0.6916458333333332,personal
