"recorded_date","participant_accepts","years_experience","job_title","organisation_sector","organisation_sector_other","organisation_size","expertise_comb_risk_management_governance","expertise_comb_social_organisation_strategy_and_process","expertise_comb_cyber_security_law_regulation","expertise_comb_political_aspects_of_cyber_security","expertise_comb_human_factors_and_usable_security","expertise_comb_security_culture_narrative_and_communication","expertise_comb_privacy_online_rights","expertise_comb_data_science_ai_for_cyber_security","expertise_comb_malware_attack_technologies","expertise_comb_adversarial_behaviours","expertise_comb_security_operations_incident_management","expertise_comb_forensics","expertise_comb_cryptography","expertise_comb_operating_systems_virtualisation_security","expertise_comb_distributed_systems_security","expertise_comb_formal_methods_for_security","expertise_comb_authentication_authorisation_accountability","expertise_comb_software_security","expertise_comb_web_mobile_security","expertise_comb_secure_software_lifecycle","expertise_comb_network_security","expertise_comb_cloud_security","expertise_comb_applied_cryptography","expertise_comb_hardware_security","expertise_comb_cyber_physical_systems","expertise_comb_physical_layer_and_telecommunications_security","scenario_name","scenario_role","scenario_description","scenario_job_title","scenario_organisation_size","scenario_organisation_sector","scenario_organisation_sector_other","scenario_expertise_portfolio_risk_management_governance","scenario_expertise_portfolio_social_organisation_strategy_and_process","scenario_expertise_portfolio_cyber_security_law_regulation","scenario_expertise_portfolio_political_aspects_of_cyber_security","scenario_expertise_portfolio_human_factors_and_usable_security","scenario_expertise_portfolio_security_culture_narrative_and_communication","scenario_expertise_portfolio_privacy_online_rights","scenario_expertise_portfolio_data_science_ai_for_cyber_security","scenario_expertise_portfolio_malware_attack_technologies","scenario_expertise_portfolio_adversarial_behaviours","scenario_expertise_portfolio_security_operations_incident_management","scenario_expertise_portfolio_forensics","scenario_expertise_portfolio_cryptography","scenario_expertise_portfolio_operating_systems_virtualisation_security","scenario_expertise_portfolio_distributed_systems_security","scenario_expertise_portfolio_formal_methods_for_security","scenario_expertise_portfolio_authentication_authorisation_accountability","scenario_expertise_portfolio_software_security","scenario_expertise_portfolio_web_mobile_security","scenario_expertise_portfolio_secure_software_lifecycle","scenario_expertise_portfolio_network_security","scenario_expertise_portfolio_cloud_security","scenario_expertise_portfolio_applied_cryptography","scenario_expertise_portfolio_hardware_security","scenario_expertise_portfolio_cyber_physical_systems","scenario_expertise_portfolio_physical_layer_and_telecommunications_security","more_scenarios","scenario_name_1","scenario_role_1","scenario_description_1","scenario_job_title_1","scenario_organisation_size_1","scenario_organisation_sector_1","scenario_organisation_sector_other_1","scenario_expertise_portfolio_risk_management_governance_1","scenario_expertise_portfolio_social_organisation_strategy_and_process_1","scenario_expertise_portfolio_cyber_security_law_regulation_1","scenario_expertise_portfolio_political_aspects_of_cyber_security_1","scenario_expertise_portfolio_human_factors_and_usable_security_1","scenario_expertise_portfolio_security_culture_narrative_and_communication_1","scenario_expertise_portfolio_privacy_online_rights_1","scenario_expertise_portfolio_data_science_ai_for_cyber_security_1","scenario_expertise_portfolio_malware_attack_technologies_1","scenario_expertise_portfolio_adversarial_behaviours_1","scenario_expertise_portfolio_security_operations_incident_management_1","scenario_expertise_portfolio_forensics_1","scenario_expertise_portfolio_cryptography_1","scenario_expertise_portfolio_operating_systems_virtualisation_security_1","scenario_expertise_portfolio_distributed_systems_security_1","scenario_expertise_portfolio_formal_methods_for_security_1","scenario_expertise_portfolio_authentication_authorisation_accountability_1","scenario_expertise_portfolio_software_security_1","scenario_expertise_portfolio_web_mobile_security_1","scenario_expertise_portfolio_secure_software_lifecycle_1","scenario_expertise_portfolio_network_security_1","scenario_expertise_portfolio_cloud_security_1","scenario_expertise_portfolio_applied_cryptography_1","scenario_expertise_portfolio_hardware_security_1","scenario_expertise_portfolio_cyber_physical_systems_1","scenario_expertise_portfolio_physical_layer_and_telecommunications_security_1","more_scenarios_1","age","disabilities","uk_ethnic_origin","gender","sexual_orientation","transgender"
"25/09/2024 09:12","Yes","17","Global GRC Director","information and communications",NA,"Large (250 employees or more)","100","100","68.56","71.3","77.56","100","85.44","30.5","42.35","73.82","76.53","36.75","52.62","38.3","37.64","88.2","53.33","50.11","41.05","58.16","40.46","63.75","53.56","51.63","53.52","62.56","Develop effective and real world governance to protect assets while facilitating and enabling business goals and objectives.","Current role","Regulatory demands compounded by executive leadership drive to both demonstrate compliance holistically with peers, regulators, customers and partners while competing with business performance and financial drivers. 

The risk here is to 'tick a box' develop a solution that could be technically sufficient but lack practical and real world application, a false positive and/or negatively obstruct or otherwise impact some or all of business operations, functions and capabilities. 

Managing expectations, using maturity assessments to support gap analysis and both realistic and proportionate activities aligned to organisational risk appetite. Importantly effective change management and communications channels from the outset and the engagement and buying of business and technical stakeholders concerned directly as well as indirectly. 

Leveraging internal and external SMEs to compensate for gaps in project team exploiting opportunities confidently while avoiding missed opportunities and/or avoidable mistakes.

Ultimately a strong response aligned to business priorities, goals, objectives and values. A collective 'one team' approach leading to strong relationships, developing positive behaviors complimentary to good and effective security posture... ultimately organisational culture change and even emulation or approach / method and execution for non-security business activities to deliver results! ","Global GRC Director","Large (250 employees or more)","information and communications",NA,"100","100","100","83.22","100","100","77.58","51.67","79.67","100","78.7","78.86","81.68","80.96","83.52","100","82.15","80.76","84.63","75.38","78.51","83.5","76.37","78.19","79.72","81.31","No. Take me to the next page of the survey (there are just 2 pages left!)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,"40-49","No, I do not have a disability, or a history/record of having one","White","Male","No","No"
"25/09/2024 10:40","Yes","1","Cyber Security Consultant","professional, scientific, and technical",NA,"Small (10 to 49 employees)","54.86","67.36","86.53","42.08","56.94","52.5","67.08","11.11","41.53","56.11","94.86","49.86","99.17","32.92","33.61","48.47","53.89","69.31","44.58","74.86","56.53","55.69","99.72","32.78","54.86","26.67","Incident Response","Current role","Responding to a cyber incident typically involves a variety of different technical areas. In order to successfully support a client in identifying, containing and recovering to an attack, all of these areas should be implemented. ","Cyber Security Consultant","Small (10 to 49 employees)","professional, scientific, and technical",NA,"51.67","32.5","86.39","55.56","57.08","67.22","51.53","14.58","89.17","99.17","99.03","58.75","19.58","34.31","67.36","67.22","52.36","42.64","89.58","32.08","81.81","65.42","32.78","34.17","82.64","66.81","No. Take me to the next page of the survey (there are just 2 pages left!)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,"20-25","No, I do not have a disability, or a history/record of having one","White","Female","No","No"
"25/09/2024 15:06","Yes","15","Head of Information Security & Compliance","construction",NA,"Large (250 employees or more)","52.48","43.57","50.15","22.17","47","52.07","33.42","33.55","29.85","39.04","39.18","41.23","30.95","30.26","27.65","17.5","42.06","21.21","31.22","35.2","30.53","39.04","15.99","42.47","25.73","21.34","Communicating risk to non technical colleagues","Current role","Working in construction the challenge is to bring colleagues to an understanding of the benefits of working in a secure manner.  This goes beyond just cyber security (people & processes)","Head of Information Security & Compliance","Large (250 employees or more)","construction",NA,"76.35","77.17","76.35","44.12","36.98","0","0","0","33","7.9","43.02","0","0","0","0","0","0","0","0","0","0","0","0","0","77.59","0","No. Take me to the next page of the survey (there are just 2 pages left!)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,"I prefer not to answer","I prefer not to answer","Prefer not to say","Male","I prefer not to answer","I prefer not to answer"
"25/09/2024 20:27","Yes","10","Cyber Operations, Operations Manager","finance and insurance",NA,"Large (250 employees or more)","69.27","98.63","47.33","69.27","86.28","91.08","73.25","22.91","75.99","65.84","99.86","57.48","67.08","68.04","66.53","74.9","66.8","66.12","12.21","59.26","83.4","33.61","67.35","66.53","70.51","95.75","Implementation of Security event/alert lifecycle management process.","Current role","0","Cyber Operations, Operations Manager","Large (250 employees or more)","finance and insurance",NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,"Implementation of Cyber Security, detection engineering processes","Current role","Requirement to build out a cyclical, threat detection and engineering process which required:

- Understanding of Primary Threat Adversaries and identification of their TTPs.

- Threat Hunting capability for aforementioned TTPs (and other Indicators of Compromise).

- Detection Engineering capability (for creation of signals, signatures and detections, specific to the aforementioned TTPs), delivering these into production.

- Event Triage and Investigation to Incident esclation including containment, eradication and recovery.

- Feedback mechansim of observed incidents, back into Intelligence teams to close the loop. (Detection Lifecycle Management).","Cyber Operations, Operations Manager","Large (250 employees or more)","finance and insurance",NA,"100","100","69.82","0","0","100","64.61","17.7","100","100","100","41.29","0","0","96.98","96.16","99.86","96.02","0","90.26","87.65","95.88","0","90.95","100","0","No. Take me to the next page of the survey (there are just 2 pages left!)","40-49","No, I do not have a disability, or a history/record of having one","White","Male","No","No"
"27/09/2024 10:43","Yes","13","Vice President ","professional, scientific, and technical",NA,"Large (250 employees or more)","99.13","82.66","99.13","100","81.21","100","100","26.59","63.87","54.62","44.8","12.43","36.13","22.25","23.7","33.53","30.06","76.3","25.43","55.78","57.8","43.35","34.39","23.12","10.98","11.85","Skills shortage","Current role","Difficulty recruiting and retaining skilled staff, or even new entrants with aptitude. Especially difficult to access a diverse talent pool. ","Vice President ","Large (250 employees or more)","professional, scientific, and technical",NA,"100","99.42","99.13","78.32","100","98.55","89.31","60.12","0","75.72","74.86","0","3.76","5.78","2.31","56.36","0","58.96","99.13","0","0","0","0","0","0","0","No. Take me to the next page of the survey (there are just 2 pages left!)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,"50-59","No, I do not have a disability, or a history/record of having one","White","Male","No","No"
"27/09/2024 11:05","Yes","20","Head of Information Security","professional, scientific, and technical",NA,"Large (250 employees or more)","87.87","89.11","79.64","85.95","92.13","91.44","81.29","49.33","70.04","87.6","88.83","69.22","57.42","74.84","47.54","87.46","81.84","78.68","72.51","68.12","84.03","80.05","61.26","55.91","31.91","59.75","Dealing with targeted phishing campaigns","Current role","We saw a campaign targeted at a small number of individuals, which appeared well coordinated and focused on trying to gain their corporate login details.","Head of Information Security","Large (250 employees or more)","professional, scientific, and technical",NA,"51.66","83.07","8.31","10.51","92.81","89.38","30.67","6.67","94.32","95.14","92.26","6.26","6.94","63.87","10.37","86.91","92.67","73.74","11.06","8.86","80.19","79.51","9.96","13.11","11.19","10.37","No. Take me to the next page of the survey (there are just 2 pages left!)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,"50-59","No, I do not have a disability, or a history/record of having one","White","Male",NA,"No"
"27/09/2024 21:38","Yes","25","Founder","professional, scientific, and technical",NA,"Micro (1 to 9 employees)","100","100","95.77","100","84.29","82.78","82.78","87.92","71.6","88.82","86.4","95.47","32.33","49.55","54.38","91.84","57.7","45.02","82.48","48.04","37.16","83.38","17.82","41.69","89.73","45.62","The iceberg breach","Current role","'- client security breach 
- leading to authorised push payment fraud (APP)
- task was to investigate, triage/comment on adequacy of current controls, trace assets (typical for similar)
- interesting part was investigation and tracing; client convinced an inside job. Reality was much bigger
- uncovered a huge organised crime network
- interesting part was how we uncovered: combination of technical and some very tenacious curiosity (and multilingual skills)","Founder","Micro (1 to 9 employees)","professional, scientific, and technical",NA,"1.81","21.15","80.97","37.76","18.13","17.52","89.12","33.53","74.92","100","22.36","88.82","19.03","1.51","18.43","15.41","3.02","4.83","6.04","7.85","4.83","50.15","6.65","1.21","4.83","4.83","No. Take me to the next page of the survey (there are just 2 pages left!)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,"40-49","No, I do not have a disability, or a history/record of having one","Prefer not to say","I prefer not to answer","I prefer not to answer","I prefer not to answer"
"30/09/2024 10:03","Yes","8","Director","information and communications",NA,"Micro (1 to 9 employees)","80.06","56.5","81.27","74.62","100","100","91.84","23.56","41.39","82.78","89.43","0","54.98","8.16","7.25","89.12","99.09","3.63","53.78","23.26","54.98","64.05","0","7.25","64.35","73.11","C-suite to user disconnect ","Current role","Senior management/c-suite introduce security measures with only technical explanation. End users I.e employees find no resonance with what they see as impediment to efficient working, therefore seek “work arounds”, effectively increasing risk above where it sat prior to implementation ","Director","Micro (1 to 9 employees)","information and communications",NA,"74.32","67.67","8.46","5.44","100","100","60.12","6.95","7.25","45.62","54.98","6.65","6.04","45.32","6.34","59.82","64.35","59.52","5.44","6.95","81.27","51.06","7.85","7.25","6.65","5.74","No. Take me to the next page of the survey (there are just 2 pages left!)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,"60 and over","No, I do not have a disability, or a history/record of having one","White","Male","No","No"
"01/10/2024 08:44","Yes","3","Policy Advisor","professional, scientific, and technical",NA,"Large (250 employees or more)","100","66.39","100","81.07","35.53","93","60.08","6.58","38.82","86.83","46.64","17.97","3.02","12.48","8.37","26.2","35.67","4.53","28.4","1.65","19.75","3.43","1.78","19.07","11.52","19.34","Threat Lever","Current role","Understanding the legal/regulatory/policy mechanisms for reducing particular threat vectors, and developing a plan for increasing use or uptake of these mechanisms. ","Policy Advisor","Large (250 employees or more)","professional, scientific, and technical",NA,"100","100","100","68.59","43.07","100","44.17","58.3","1.1","85.87","23.05","0","1.37","0","0","0","0","1.65","0","0","0.96","0","0","1.51","2.19","4.25","No. Take me to the next page of the survey (there are just 2 pages left!)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,"30-39","No, I do not have a disability, or a history/record of having one","White","Male","No","No"
"01/10/2024 14:16","Yes","21","Enterprise Security Architect","utilities and production (including manufacturing)",NA,"Large (250 employees or more)","82.44","70.64","69.82","47.05","27.85","60.08","39.64","66.26","30.59","16.6","67.22","11.66","42.8","15.36","9.47","4.66","65.16","25.1","28.26","33.61","53.5","48.56","9.88","4.39","49.11","32.1","Scoping a multi-million pound cyber improvement programme","Current role","Led a team to specify: 1) What would be done 2) What the benefits are (e.g. to reduce risk and increase maturity) 3) How much it would cost 4) What resources are needed then hired and mobilised them","Enterprise Security Architect","Large (250 employees or more)","utilities and production (including manufacturing)",NA,"32.65","16.6","48.97","51.17","33.06","51.58","1.51","14.13","15.64","12.76","41.7","1.92","2.33","0","5.49","0","38.13","1.51","6.58","7.41","36.9","17.56","0.27","0.27","0.27","5.08","Yes, let me answer again for another problem.","Security Lead on an Infrastructure Transformation Programme","Previous role","Assure the security of the organisations data and applications during a move and in the new environments: cloud and private data centre. ","Security Consultant/Architect","Large (250 employees or more)","finance and insurance","0","42.52","0","9.19","3.57","2.33","0","10.29","0","20.03","16.19","9.6","0","4.8","26.06","0","0","30.32","3.16","5.76","0","56.38","41.84","0","2.74","0","41.98","No. Take me to the next page of the survey (there are just 2 pages left!)","40-49","No, I do not have a disability, or a history/record of having one","White","Male","No","No"
"02/10/2024 09:19","Yes","8","SOAR (Security Orchestration, Automation and Response) Product Owner","utilities and production (including manufacturing)",NA,"Large (250 employees or more)","12.76","1.65","4.66","16.74","29.22","9.05","0","0","15.78","0","58.16","11.66","0","0","0","6.45","23.32","22.22","0","0","0","42.11","0","0","6.45","0","automated password reset","Current role","Bulk reset of user account passwords
No access to tooling
Automation required to reset password, revoke sessions and notify users 
Also requires additional comms to ensure additional things are in place and users aware of process.","SOAR (Security Orchestration, Automation and Response) Product Owner","Large (250 employees or more)","utilities and production (including manufacturing)",NA,"30.45","0","0","6.04","0","39.92","0","0","0","5.9","34.71","0","0","0","0","24.83","47.33","0","0","0","0","38.82","0","0","13.44","0","No. Take me to the next page of the survey (there are just 2 pages left!)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,"50-59","No, I do not have a disability, or a history/record of having one","White","Female","Yes","No"
"02/10/2024 11:31","Yes","15","CISO","construction",NA,"Large (250 employees or more)","98.08","93.96","79.97","97.39","97.26","96.71","98.35","52.95","93.42","94.92","97.26","55.69","57.61","92.46","68.72","87.65","96.71","53.36","83.68","55.69","97.81","85.46","51.03","92.32","96.02","93.69","Technical Debt ","Current role","Reliance on critical systems that were installed 20yers ago, which require managing to reduce risk of an adverse event ","CISO","Large (250 employees or more)","construction",NA,"72.7","0","0","77.23","72.84","75.86","0","0","72.43","76.68","73.11","0","0","74.76","0","55.14","70.64","0","0","0","0","0","0","76.95","76.95","0","No. Take me to the next page of the survey (there are just 2 pages left!)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,"50-59","No, I do not have a disability, or a history/record of having one","White","Male","No","No"
"08/10/2024 12:04","Yes","5","Director","information and communications",NA,"Medium (50 to 249 employees)","66.94","43.35","14.13","73.11","69.41","75.58","29.36","56.52","19.48","98.22","46.09","27.71","2.74","16.05","1.78","1.65","1.92","2.06","13.03","3.02","1.37","22.91","1.92","1.78","1.23","2.06","Hybrid Threat","Current role","n?a","Director","Medium (50 to 249 employees)","information and communications",NA,"1.1","55.97","51.17","79.42","1.65","57.75","2.61","44.44","1.65","98.63","44.99","53.5","2.74","2.33","1.78","1.78","1.1","2.06","1.78","0.96","1.51","0.96","2.19","0.69","2.19","1.65","No. Take me to the next page of the survey (there are just 2 pages left!)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,"40-49","No, I do not have a disability, or a history/record of having one","White","Female","No","No"
"08/10/2024 12:34","Yes","30","Principal Cyber Security Consultant","professional, scientific, and technical",NA,"Large (250 employees or more)","100","100","100","87.93","81.48","67.08","84.22","55.69","52.4","64.88","78.88","17.7","22.22","31.55","71.88","100","71.88","71.6","50.75","83.81","68.72","52.67","2.19","73.11","85.05","69.27","Developing a risk management appraoch","Current role","Developing a risk management framework, aligned to ISO27005, to support system level risk assessments, supporting a organisational risk assessment and supporting a board level cyber risk, with risk mitigation plans.","Principal Cyber Security Consultant","Large (250 employees or more)","professional, scientific, and technical",NA,"99.86","85.87","100","34.71","100","100","26.06","33.33","32.24","41.15","80.8","18.11","43.35","56.65","6.86","91.77","79.56","61.59","57.89","77.78","84.91","42.52","19.75","82.03","81.62","79.56","No. Take me to the next page of the survey (there are just 2 pages left!)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,"50-59","No, I do not have a disability, or a history/record of having one","White","Male","No","No"
"08/10/2024 13:14","Yes","4","IT Business Partner","utilities and production (including manufacturing)",NA,"Large (250 employees or more)","8.88","15.47","12.89","4.01","14.04","13.18","14.9","15.19","10.32","5.16","14.33","1.15","2.58","11.46","4.3","17.19","3.44","5.44","8.6","1.43","4.58","16.05","2.01","2.01","17.48","2.58","Preparation for DIBCAC audit","Current role","The challenge was to articulate and secure broad functional buy in to ensure commitment to complete the required actions for compliance when the perception in our business was that nothing was broken. ","IT Business Partner","Large (250 employees or more)","utilities and production (including manufacturing)",NA,"0","17.77","36.39","0","19.2","0","0","0","0","0","19.2","0","0","0","0","0","0","0","0","0","19.48","0","0","0","14.04","0","No. Take me to the next page of the survey (there are just 2 pages left!)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,"50-59","No, I do not have a disability, or a history/record of having one","White","Male","No","No"
"08/10/2024 16:36","Yes","15","Vulnerability Manager / Team Lead","professional, scientific, and technical",NA,"Large (250 employees or more)","86.97","74.49","50.89","61.59","79.15","92.73","92.18","80.8","98.08","90.53","90.67","69.55","86.28","96.98","90.67","98.08","100","53.5","45.4","44.99","98.63","79.29","91.5","97.81","90.12","97.94","Data Transmission","Previous role","Transmitting secure data over a non secure system","Cyber Security Analyst TL","Large (250 employees or more)","professional, scientific, and technical","0","97.94","75.45","70.64","60.63","63.24","79.15","97.53","75.17","94.92","90.4","93.69","55.28","91.36","91.77","81.89","96.16","98.77","79.7","52.81","87.11","97.67","81.62","98.49","99.18","97.39","92.59","No. Take me to the next page of the survey (there are just 2 pages left!)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,"50-59","No, I do not have a disability, or a history/record of having one","White","Male","No","No"
"09/10/2024 11:05","Yes","13","Director","education",NA,"Micro (1 to 9 employees)","0","63.92","76.95","95.47","0","0","0","0","0","68.31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Scenario Based Exercising for Cyber Strategy and Policy Training","Current role","we had to develop a cyber incident scenario that was robust technically but was focused on much broader and strategic issues rather than the technical aspects of the attack, so understanding impact on stakeholders and knock on effects, rather than just the attack methodologies.","Director","Micro (1 to 9 employees)","education",NA,"0","49.25","0","48.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No. Take me to the next page of the survey (there are just 2 pages left!)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,"40-49","No, I do not have a disability, or a history/record of having one","White","Male","No","No"
"10/10/2024 17:00","Yes","5","Human Factors Specialist","Other (please state)","cyber security education training and coaching","Micro (1 to 9 employees)","75.72","93.14","28.4","95.75","94.79","98.63","40.6","0.41","52.95","84.77","36.21","0.82","2.88","8.78","0.27","39.37","24.55","0.27","2.88","2.88","34.29","11.39","0.27","3.16","0","2.88","Cyber crisis scenario planning","Previous role","Asked to develop a cyber crisis scenario that integrated a third party product with a stand alone proprietary SaaS platform","Cyber Crisis Content Specialist","Large (250 employees or more)","Other (please state)","Cyber security training","97.94","97.81","71.88","61.87","69.82","52.81","20.85","0.27","52.26","85.46","85.32","6.58","0.27","51.71","44.99","25.79","66.39","5.08","30.59","0.27","52.54","0.27","0.41","27.3","62.69","21.67","No. Take me to the next page of the survey (there are just 2 pages left!)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,"30-39","Yes, I have a mental disability or neurodiversity, or have a history/record of having one","White","Male","Yes","No"
"16/10/2024 06:38","Yes","30","Professor of Cyber Security ŕ","education",NA,"Large (250 employees or more)","99.67","89.98","83.95","86.12","100","100","69.93","12.97","55.35","82.24","80.46","29.03","16.71","18.58","22.15","11.19","47.81","84.69","27.09","85.98","84.67","21.45","13.05","17.08","13.96","16.42","Break in","Previous role","Shared building. Theives made of with IT equipment.","CISO","Small (10 to 49 employees)","information and communications","0","100","85.2","85.64","3.71","83.45","100","1.27","1.79","3.42","100","99.77","58.86","76.75","1.49","74.68","3.79","69.73","4.73","2.22","3.29","3.32","3.43","2.07","2.89","1.27","92.61","No. Take me to the next page of the survey (there are just 2 pages left!)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,"I prefer not to answer","I prefer not to answer","Prefer not to say","I prefer not to answer","I prefer not to answer","I prefer not to answer"
"16/10/2024 20:51","Yes","8","Head of Cyber Security (Alert Response/SOC)","retail and wholesale (including vehicle sales and repairs)",NA,"Large (250 employees or more)","28.94","0","0","36.96","0","0","13.75","11.46","61.6","0","100","72.78","16.91","52.15","0","0","44.41","0","26.36","0","59.89","61.32","24.07","0","20.63","0","Preventing disruption to the release of the worlds first viable Covid vaccine","Previous role","Responding rapidly to a critical cyber incident during the Christmas holidays, which transpired to be ransomware, and occurred only a few days before the first vaccine was due to be delivered to its first patient, and be the first viable vaccine delivered to a human patient in the world. Unbeknownst at the time of the response, but getting it right was critical to avoiding disruption to the vaccine rollout. End to end the incident was contained in under an hour, and the problem of getting all required stakeholders engaged during the holidays was overcome, through having robust processes in place as the right people engaged at the right time, to take effective action. ","Associate Director of Cyber Defence Operations","Large (250 employees or more)","Other (please state)","Pharmaceutical ","0","0","0","0","0","78.51","0","0","73.35","47.28","100","0","0","0","0","0","0","0","0","0","58.74","0","0","0","0","0","No. Take me to the next page of the survey (there are just 2 pages left!)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,"40-49","No, I do not have a disability, or a history/record of having one","Mixed two or more ethnic groups","Male","No","No"
"17/10/2024 08:18","Yes","15","Lead Cyber Security Specialist","utilities and production (including manufacturing)",NA,"Large (250 employees or more)","83.81","61.32","43.9","73.39","96.84","96.3","69.68","46.5","25.65","63.1","31.82","27.3","37.31","22.91","25.93","63.24","39.64","29.77","40.6","25.1","32.51","38.13","30.04","20.99","29.36","23.87","Introducing people centric thinking into phishing simulations","Current role","Everyone thinks phishing simulations can simply be done and put little thought into the impact and the reasons they want to do them. They have heard that you have to have them, they hear that they have to be 'real' and 'hard' and that they can just do what they want to internal staff because they are security. ","Lead Cyber Security Specialist","Large (250 employees or more)","utilities and production (including manufacturing)",NA,"52.81","61.73","89.85","72.98","95.2","87.65","64.88","62.55","61.59","51.3","26.2","2.19","2.19","2.33","3.02","2.19","3.16","2.19","56.79","2.33","16.74","3.43","7.96","2.74","3.98","2.33","No. Take me to the next page of the survey (there are just 2 pages left!)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,"40-49","No, I do not have a disability, or a history/record of having one","White","Female","Yes","No"
"17/10/2024 11:12","Yes","11","Cyber Skills Consultant","Other (please state)","Government Programmea","Medium (50 to 249 employees)","59.83","52.6","9.54","73.41","53.47","53.47","6.94","0","12.14","26.88","3.76","0.87","10.98","0","0","1.45","0","0","0","6.94","8.67","13.01","0","0","0","5.78","Cyber Awareness","Current role","Little if any awareness programmes in the MOD.  Championed a pan service programme with ambassadors","Cyber Skills Consultant","Medium (50 to 249 employees)","Other (please state)","Government Programmea","49.13","49.42","19.65","0","64.74","85.84","9.83","0","10.69","31.79","0","0.58","0","0","0.58","2.02","52.89","12.14","0","0","10.69","0","0.87","32.66","10.69","0","No. Take me to the next page of the survey (there are just 2 pages left!)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,"50-59","No, I do not have a disability, or a history/record of having one","White","Male","No","No"
"18/10/2024 09:47","Yes","7","Consultant","professional, scientific, and technical",NA,"Large (250 employees or more)","100","100","100","100","61.89","65.62","49.57","27.79","28.65","0","41.83","0","0","0","0","65.33","0","0.86","45.27","0","66.19","38.97","0","0","0","0","Client advisory on security investment to the board","Current role","Client X wanted us to advise on where security investment is most needed to improve cyber security maturity and demonstrate value for money. This was off the back of a lengthy engagement of a cyber risk audit and therefore built on a strong understanding of their controls and weaknesses. They wanted to present this to the board and justify it in the context of their network and the wider threat environment.","Consultant","Large (250 employees or more)","professional, scientific, and technical",NA,"100","76.5","31.81","0","47.85","94.27","0","0","66.48","71.63","78.51","0","0","0","0","80.8","82.81","0","73.35","0","67.62","76.79","24.64","79.37","0","0","No. Take me to the next page of the survey (there are just 2 pages left!)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,"30-39","No, I do not have a disability, or a history/record of having one","Asian (Indian, Pakistani, Bangladeshi, Chinese, any other Asian background)","Female","No","No"
